pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff,st_rad,st_raderr1,st_raderr2,st_rad,st_mass,st_masserr1,st_masserr2,st_mass,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin,st_rotp,st_rotperr1,st_rotperr2,st_rotp,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum,sy_pnum,sy_mnum
"WASP-159 b","b","WASP-159",,,"TIC 77156657","Gaia DR2 4864759888238232320",1,1,0,1,0,0,1,0,0,0,0,0,0,0.053800,0.001500,-0.001500,0.053800,15.468,1.009,-1.009,15.468,174.80650,25.42640,-25.42640,1.380,0.090,-0.090,1.380,0.55000,0.08000,-0.08000,"Mass",0.000000,,,0.000000,3.84040100,0.00000700,-0.00000700,88.100,1.400,-1.400,"F9",3.400,0.950,-0.950,0.220,0.120,-0.120,,0.678,0.012,-0.012,6120.00,140.00,-140.00,6120.00,2.11,0.10,-0.10,2.11,1.41,0.12,-0.12,1.41,5.7000,0.4000,-0.4000,5.7000,,,,,715.3830000,10.7750000,-10.4660000,12.8360000,0.0500000,-0.0500000,11.0170000,0.0190000,-0.0190000,1,1,0
"WASP-7 b","b","WASP-7","HD 197286",,"TIC 389352124","Gaia DR2 6681720724498802176",1,1,0,1,0,0,1,0,0,0,0,0,0,0.061700,0.001100,-0.001100,0.061700,14.908,1.042,-1.042,14.908,305.11680,41.31790,-41.31790,1.330,0.093,-0.093,1.330,0.96000,0.13000,-0.13000,"Mass",0.034000,0.045000,-0.024000,0.034000,4.95464160,0.00000350,-0.00000350,87.030,0.930,-0.930,,2.400,0.900,-1.100,0.000,0.100,-0.100,"[Fe/H]",0.537,0.005,-0.005,6400.00,100.00,-100.00,6400.00,1.43,0.09,-0.09,1.43,1.28,0.07,-0.07,1.28,17.0000,2.0000,-2.0000,17.0000,,,,,162.3030000,1.2960000,-1.2760000,9.5040000,0.0030000,-0.0030000,8.3960000,0.0230000,-0.0230000,1,1,0
"HD 219134 g","g","HD 219134","HD 219134","HIP 114622","TIC 283722336","Gaia DR2 2009481748875806976",1,6,0,1,0,0,0,0,0,0,0,0,0,0.375300,0.000400,-0.000400,0.375300,3.280,,,3.280,10.80622,1.27132,-1.27132,0.293,,,0.293,0.03400,0.00400,-0.00400,"Msini",0.000000,,,0.000000,94.20000000,0.20000000,-0.20000000,,,,"K3 V",12.460,,,0.080,,,"[Fe/H]",-0.509,,,4913.00,,,4913.00,0.77,0.02,-0.02,0.77,0.79,0.04,-0.02,0.79,0.4000,0.5000,-0.5000,0.4000,,,,,6.5312700,0.0038400,-0.0038500,5.5691100,0.0230000,-0.0230000,3.2610000,0.3040000,-0.3040000,1,6,0
"tau Cet e","e","tau Cet","HD 10700","HIP 8102","TIC 419015728","Gaia DR2 2452378776434276992",1,4,0,1,0,0,0,0,0,0,0,0,0,0.538000,0.060000,-0.060000,0.538000,1.810,,,1.810,3.93000,0.83000,-0.64000,0.161,,,0.161,0.01237,0.00261,-0.00201,"Msini",0.180000,0.180000,-0.140000,0.180000,162.87000000,1.08000000,-0.46000000,,,,"G8.5V",12.120,,,-0.520,0.010,-0.010,"[Fe/H]",-0.305,0.003,-0.003,5310.00,17.00,-17.00,5310.00,0.83,0.02,-0.02,0.83,0.78,0.01,-0.01,0.78,1.8000,0.1000,-0.1000,1.8000,34.50,,,34.50,3.6030400,0.0067800,-0.0067500,3.4960700,0.0230000,-0.0230000,1.7940000,0.2740000,-0.2740000,1,4,0
"K2-150 b","b","K2-150",,,"TIC 376879419","Gaia DR2 2579495171146737280",1,1,0,0,0,0,1,0,0,0,0,0,0,0.072700,0.002700,-0.002700,0.072700,2.000,0.270,-0.210,2.000,4.66000,,,0.178,0.024,-0.019,0.178,0.01470,,,"M-R relationship",,,,,10.59357000,0.00084000,-0.00084000,,,,"M2.5 V",,,,0.090,0.120,-0.120,"[Fe/H]",-1.585,0.090,-0.114,3499.00,70.00,-70.00,3499.00,0.44,0.04,-0.04,0.44,0.46,0.05,-0.05,0.46,,,,,,,,,102.4830000,0.8020000,-0.7890000,15.7840000,0.2860000,-0.2860000,11.2490000,0.0230000,-0.0230000,1,1,0
"NSVS 14256825 b","b","NSVS 14256825",,,"TIC 404635917","Gaia DR2 4245906369913936000",2,1,0,0,0,0,0,0,0,0,1,0,0,3.120000,0.070000,-0.070000,3.120000,12.300,,,12.300,4497.29450,50.85280,-50.85280,1.100,,,1.100,14.15000,0.16000,-0.16000,"Msini",0.120000,0.020000,-0.020000,0.120000,3225.00000000,22.00000000,-22.00000000,,,,,,,,,,,,1.974,0.072,-0.086,40000.00,,,40000.00,0.19,0.01,-0.01,0.19,0.42,0.07,-0.07,0.42,,,,,,,,,820.8770000,41.4570000,-41.4570000,13.2960000,0.1150000,-0.1150000,13.9450000,0.0550000,-0.0550000,2,1,0
"CoRoT-10 b","b","CoRoT-10",,,"TIC 405010127","Gaia DR2 4263752921128319616",1,1,0,1,0,0,1,0,0,0,0,0,0,0.105500,0.002100,-0.002100,0.105500,10.870,0.780,-0.780,10.870,874.00000,50.85000,-50.85000,0.970,0.070,-0.070,0.970,2.75000,0.16000,-0.16000,"Mass",0.530000,0.040000,-0.040000,0.530000,13.24060000,0.00020000,-0.00020000,88.550,0.200,-0.200,"K1 V",3.000,,,0.260,0.070,-0.070,"[Fe/H]",-0.726,0.012,-0.012,5075.00,75.00,-75.00,5075.00,0.79,0.05,-0.05,0.79,0.89,0.05,-0.05,0.89,2.0000,0.5000,-0.5000,2.0000,,,,,338.3860000,3.9865000,-3.9865000,15.2930000,0.1370000,-0.1370000,11.7820000,0.0210000,-0.0210000,1,1,0
"MASCARA-1 b","b","MASCARA-1","HD 201585","HIP 104513","TIC 354619337","Gaia DR2 1744911763437512064",1,1,0,1,0,0,1,0,0,0,0,0,0,0.040352,0.000046,-0.000049,0.040352,17.901,0.202,-0.213,17.901,1175.97100,286.04700,-286.04700,1.597,0.018,-0.019,1.597,3.70000,0.90000,-0.90000,"Mass",0.000340,0.000340,-0.000230,0.000340,2.14877381,0.00000088,-0.00000087,88.450,0.170,-0.170,"A8",0.800,0.200,-0.200,0.150,0.150,-0.150,"[Fe/H]",1.083,0.034,-0.037,7490.00,150.00,-150.00,7490.00,2.08,0.02,-0.02,2.08,1.90,0.06,-0.07,1.90,101.7000,3.5000,-4.2000,101.7000,0.85,0.02,-0.02,0.85,182.2730000,1.9630000,-1.9220000,8.2800000,0.0300000,-0.0300000,7.7400000,0.0170000,-0.0170000,1,1,0
"Kepler-487 c","c","Kepler-487",,,"TIC 139158696","Gaia DR2 2076692386427776768",1,3,0,0,0,0,1,0,0,0,0,0,0,0.214100,,,0.214100,2.680,0.180,-0.490,2.680,7.65000,,,0.239,0.016,-0.044,0.239,0.02410,,,"M-R relationship",0.000000,,,0.000000,38.65199760,0.00025170,-0.00025170,89.960,,,,5.620,3.970,-3.360,0.000,0.099,-0.105,"[Fe/H]",-0.173,,,5444.00,89.78,-77.87,5444.00,0.88,0.05,-0.04,0.88,0.91,0.04,-0.04,0.91,,,,,,,,,872.3430000,21.3350000,-20.3560000,14.8820000,0.1830000,-0.1830000,13.2500000,0.0370000,-0.0370000,1,3,0
"Kepler-487 d","d","Kepler-487",,,"TIC 139158696","Gaia DR2 2076692386427776768",1,3,0,0,0,0,1,0,0,0,0,0,0,0.033700,,,0.033700,2.775,,,2.775,8.12000,,,0.248,,,0.248,0.02560,,,"M-R relationship",0.000000,,,0.000000,2.41839004,,,89.890,,,,3.400,3.500,-3.500,0.020,0.150,-0.150,"[Fe/H]",-0.173,,,5422.00,108.00,-108.00,5422.00,0.89,0.09,-0.07,0.89,0.87,0.06,-0.05,0.87,,,,,,,,,872.3430000,21.3350000,-20.3560000,14.8820000,0.1830000,-0.1830000,13.2500000,0.0370000,-0.0370000,1,3,0
"HD 21520 b","b","HD 21520","HD 21520","HIP 16038","TIC 404518509","Gaia DR2 4847732649308331648",1,1,0,1,0,0,1,0,0,0,0,0,0,0.172600,0.007100,-0.007100,0.172600,2.697,0.090,-0.090,2.697,17.70000,,,0.241,0.008,-0.008,0.241,0.05569,,,"Mass",0.000000,,,0.000000,25.12920000,0.00008900,-0.00007300,89.230,0.120,-0.120,,5.300,1.100,-1.100,0.049,0.042,-0.042,"[Fe/H]",0.066,0.005,-0.005,5871.00,62.00,-62.00,5871.00,1.04,0.02,-0.02,1.04,1.09,0.07,-0.07,1.09,2.5000,0.2500,-0.2500,2.5000,,,,,79.2080000,0.1598000,-0.1592000,9.1700000,0.0300000,-0.0300000,7.7070000,0.0160000,-0.0160000,1,1,0
"Kepler-487 b","b","Kepler-487",,,"TIC 139158696","Gaia DR2 2076692386427776768",1,3,0,0,0,0,1,0,0,0,0,0,0,0.115700,,,0.115700,11.420,0.690,-0.530,11.420,,,,1.019,0.062,-0.047,1.019,,,,"Msini",0.000000,,,0.000000,15.35876840,0.00000221,-0.00000221,89.020,,,,5.620,3.970,-3.360,0.000,0.099,-0.105,"[Fe/H]",-0.173,,,5444.00,89.78,-77.87,5444.00,0.88,0.05,-0.04,0.88,0.91,0.04,-0.04,0.91,,,,,,,,,872.3430000,21.3350000,-20.3560000,14.8820000,0.1830000,-0.1830000,13.2500000,0.0370000,-0.0370000,1,3,0
"42 Dra b","b","42 Dra","HD 170693","HIP 90344","TIC 233721425","Gaia DR2 2256800156348230400",2,1,0,1,0,0,0,0,0,0,0,0,0,1.190000,0.010000,-0.010000,1.190000,13.000,,,13.000,1233.13000,270.14000,-270.14000,1.160,,,1.160,3.88000,0.85000,-0.85000,"Msini",0.380000,0.060000,-0.060000,0.380000,479.10000000,6.20000000,-6.20000000,,,,"K1.5 III",9.490,1.760,-1.760,-0.460,0.050,-0.050,"[Fe/H]",2.155,0.007,-0.008,4200.00,70.00,-70.00,4200.00,22.03,1.00,-1.00,22.03,0.98,0.05,-0.05,0.98,1.0000,,,1.0000,,,,,90.6545000,1.3227000,-1.3227000,4.8262000,0.0230000,-0.0230000,2.0850000,0.2160000,-0.2160000,2,1,0
"61 Vir c","c","61 Vir","HD 115617","HIP 64924","TIC 422478973","Gaia DR2 3507879565090229888",1,3,0,1,0,0,0,0,0,0,0,0,0,0.217500,0.000100,-0.000100,0.217500,4.460,,,4.460,18.20000,1.10000,-1.10000,0.398,,,0.398,0.05700,0.00300,-0.00300,"Msini",0.140000,0.060000,-0.060000,0.140000,38.02100000,0.03400000,-0.03400000,,,,"G5 V",8.960,2.760,-3.080,-0.010,,,"[Fe/H]",-0.095,0.003,-0.003,5577.00,33.00,-33.00,5577.00,0.96,0.01,-0.01,0.96,0.94,0.03,-0.03,0.94,1.9000,,,1.9000,,,,,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,1,3,0
"LTT 1445 A b","b","LTT 1445 A",,"HIP 14101","TIC 98796344","Gaia DR2 5153091836072107136",3,2,0,1,0,0,1,0,0,0,0,0,0,0.022000,0.003000,-0.003000,0.022000,1.180,0.060,-0.060,1.180,2.73000,0.25000,-0.23000,0.105,0.005,-0.005,0.105,0.00859,0.00079,-0.00072,"Mass",0.190000,0.350000,-0.140000,0.190000,5.35876000,0.00001000,-0.00001000,89.203,0.658,-0.658,"M3.0",,,,-0.340,0.090,-0.090,"[Fe/H]",-2.046,0.096,-0.123,3340.00,150.00,-150.00,3340.00,0.27,0.01,-0.01,0.27,0.26,0.01,-0.01,0.26,3.4000,,,3.4000,,,,,6.8692900,0.0038050,-0.0038050,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,3,2,0
"TOI-669 b","b","TOI-669",,,"TIC 124573851","Gaia DR2 3777506754255516800",1,1,0,1,0,0,1,0,0,0,0,0,0,0.048000,0.001000,-0.001000,0.048000,2.586,0.130,-0.110,2.586,10.00000,1.40000,-1.40000,0.231,0.012,-0.010,0.231,0.03146,0.00440,-0.00440,"Mass",0.000000,,,0.000000,3.94515200,0.00001800,-0.00001800,,,,,7.900,2.300,-2.200,0.001,0.059,-0.060,"[Fe/H]",-0.062,0.023,-0.024,5597.00,72.00,-72.00,5597.00,0.99,0.02,-0.02,0.99,0.92,0.03,-0.03,0.92,,,,,,,,,142.8670000,0.8550000,-0.8460000,10.6060000,0.0090000,-0.0090000,9.1340000,0.0190000,-0.0190000,1,1,0
"70 Vir b","b","70 Vir","HD 117176","HIP 65721","TIC 95473936","Gaia DR2 3740176925743650688",1,1,0,1,0,0,0,0,0,0,0,0,0,0.481000,0.022000,-0.022000,0.481000,12.600,,,12.600,2380.45000,193.87000,-193.87000,1.130,,,1.130,7.49000,0.61000,-0.61000,"Mass",0.398800,0.001900,-0.001900,0.398800,116.68800000,0.00540000,-0.00540000,,,,"G5V",7.770,0.510,-0.510,-0.090,0.030,-0.030,"[Fe/H]",0.451,0.009,-0.010,5495.00,,,5495.00,1.89,,,1.89,1.09,,,1.09,1.5600,0.5000,-0.5000,1.5600,,,,,17.9011000,0.0560000,-0.0557000,4.9680800,0.0230000,-0.0230000,3.5000000,0.2940000,-0.2940000,1,1,0
"K2-151 b","b","K2-151",,,"TIC 376936928","Gaia DR2 2579620343673729408",2,1,0,0,0,0,1,0,0,0,0,0,0,0.037300,0.000200,-0.000200,0.037300,1.490,0.080,-0.080,1.490,2.83000,,,0.133,0.007,-0.007,0.133,0.00889,,,"M-R relationship",,,,,3.83547600,0.00026600,-0.00025600,,,,"M1.5 V",,,,-0.190,0.070,-0.070,"[Fe/H]",-1.553,0.084,-0.105,3695.00,32.00,-32.00,3695.00,0.45,0.01,-0.01,0.45,0.47,0.01,-0.01,0.47,,,,,,,,,69.4798000,0.1524000,-0.1517000,14.1750000,0.0670000,-0.0670000,10.1170000,0.0210000,-0.0210000,2,1,0
"EPIC 220492298 b","b","EPIC 220492298",,,"TIC 257802602","Gaia DR2 2576563907506735232",1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,0.990,0.100,-0.100,0.990,0.93700,,,0.088,0.009,-0.009,0.088,0.00295,,,"M-R relationship",,,,,0.76240600,0.00015000,-0.00015000,92.600,10.000,-10.000,,,,,0.280,0.030,-0.030,"[Fe/H]",-0.009,,,5620.00,31.00,-31.00,5620.00,0.89,0.09,-0.09,0.89,0.95,,,0.95,,,,,,,,,624.5120000,14.9470000,-14.9470000,13.9910000,0.0920000,-0.0920000,12.1680000,0.0260000,-0.0260000,1,1,0
"K2-290 b","b","K2-290",,,"TIC 70803960","Gaia DR2 6253844468882760832",3,2,0,0,0,0,1,0,0,0,0,0,0,0.092300,0.006600,-0.006600,0.092300,3.060,0.160,-0.160,3.060,10.90000,,,0.273,0.014,-0.014,0.273,0.03430,,,"Mass",0.000000,,,0.000000,9.21165000,0.00033000,-0.00034000,88.140,0.620,-0.500,,4.000,1.600,-0.800,-0.060,0.100,-0.100,"[Fe/H]",0.420,0.008,-0.008,6302.00,120.00,-120.00,6302.00,1.51,0.07,-0.07,1.51,1.19,0.07,-0.08,1.19,6.5000,1.0000,-1.0000,6.5000,6.63,0.66,-0.66,6.63,272.9090000,3.8240000,-3.7210000,11.1140000,0.0130000,-0.0130000,9.4200000,0.0190000,-0.0190000,3,2,0
"K2-138 g","g","K2-138",,,"TIC 4610830","Gaia DR2 2413596935442139520",1,6,0,1,0,0,1,0,0,0,0,0,0,0.231090,0.001540,-0.001960,0.231090,3.013,0.303,-0.251,3.013,4.32000,5.26000,-3.03000,0.269,0.027,-0.022,0.269,0.01359,0.01655,-0.00953,"Mass",0.059000,0.063000,-0.040000,0.059000,41.96797000,0.00843000,-0.00725000,89.400,0.400,-0.300,"G8 V",2.800,3.800,-1.700,0.140,0.040,-0.040,"[M/H]",-0.287,0.006,-0.006,5356.30,41.80,-13.10,5356.30,0.86,0.03,-0.02,0.86,0.94,0.02,-0.02,0.94,2.7000,1.5000,-1.5000,2.7000,,,,,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,1,6,0
"K2-140 b","b","K2-140",,,"TIC 380255458","Gaia DR2 3579426053724051584",1,1,0,1,0,0,1,0,0,0,0,0,0,0.068000,0.001000,-0.001000,0.068000,13.563,1.009,-1.009,13.563,295.58042,12.71314,-12.71314,1.210,0.090,-0.090,1.210,0.93000,0.04000,-0.04000,"Mass",0.000000,,,0.000000,6.56918800,0.00003100,-0.00003100,88.300,0.100,-0.100,"G6 V",9.800,3.400,-4.600,0.100,0.100,-0.100,"[Fe/H]",-0.049,0.023,-0.024,5585.00,120.00,-120.00,5585.00,1.06,0.07,-0.06,1.06,0.96,0.06,-0.04,0.96,3.6000,1.0000,-1.0000,3.6000,14.60,4.10,-4.10,14.60,347.9170000,8.2870000,-7.9170000,12.7270000,0.0920000,-0.0920000,10.9950000,0.0210000,-0.0210000,1,1,0
"K2-141 c","c","K2-141",,,"TIC 301235044","Gaia DR2 2643952940813536768",1,2,0,1,0,0,1,0,0,0,0,0,0,0.068300,0.000910,-0.000910,0.068300,7.000,4.600,-2.800,7.000,8.00000,,,0.624,0.410,-0.250,0.624,0.02517,,,"Mass",0.092000,,,0.092000,7.74850000,0.00022000,-0.00022000,87.200,1.600,-2.000,"K7 V",6.300,6.600,-4.700,0.000,0.060,-0.060,"[Fe/H]",-0.750,0.040,-0.040,4570.00,100.00,-100.00,4570.00,0.68,0.02,-0.02,0.68,0.71,0.03,-0.03,0.71,3.0000,1.7000,-1.7000,3.0000,15.17,3.63,-2.36,15.17,61.8736000,0.1662000,-0.1654000,11.4540000,0.0230000,-0.0230000,8.4010000,0.0230000,-0.0230000,1,2,0
"K2-141 b","b","K2-141",,,"TIC 301235044","Gaia DR2 2643952940813536768",1,2,0,1,0,0,1,0,0,0,0,0,0,0.007470,0.000100,-0.000100,0.007470,1.510,0.050,-0.050,1.510,4.97000,0.35000,-0.34000,0.135,0.004,-0.004,0.135,0.01564,0.00110,-0.00107,"Mass",0.000000,,,0.000000,0.28032440,0.00000150,-0.00000150,86.300,2.700,-3.600,"K7 V",6.300,6.600,-4.700,0.000,0.060,-0.060,"[Fe/H]",-0.750,0.040,-0.040,4570.00,100.00,-100.00,4570.00,0.68,0.02,-0.02,0.68,0.71,0.03,-0.03,0.71,3.0000,1.7000,-1.7000,3.0000,15.17,3.63,-2.36,15.17,61.8736000,0.1662000,-0.1654000,11.4540000,0.0230000,-0.0230000,8.4010000,0.0230000,-0.0230000,1,2,0
"TOI-3364 b","b","TOI-3364",,,"TIC 280655495","Gaia DR2 5409268527708808320",1,1,0,1,0,0,1,0,0,0,0,0,0,0.067500,0.001100,-0.001600,0.067500,12.229,0.426,-0.359,12.229,530.77344,38.13941,-41.31769,1.091,0.038,-0.032,1.091,1.67000,0.12000,-0.13000,"Mass",0.000000,,,0.000000,5.87689180,0.00000690,-0.00000690,88.790,0.750,-0.680,,5.400,2.400,-1.500,0.387,0.072,-0.081,"[Fe/H]",0.286,0.035,-0.033,5706.00,95.00,-91.00,5706.00,1.42,0.04,-0.03,1.42,1.19,0.06,-0.08,1.19,,,,,,,,,277.8990000,2.5050000,-2.4610000,11.8750000,0.0240000,-0.0240000,9.7830000,0.0190000,-0.0190000,1,1,0
"KMT-2016-BLG-2605L b","b","KMT-2016-BLG-2605L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0.681000,0.102000,-0.110000,0.681000,14.000,,,14.000,245.04570,375.99101,-127.44919,1.250,,,1.250,0.77100,1.18300,-0.40100,"Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.10,-0.03,0.06,,,,,,,,,6421.0000000,878.0000000,-991.0000000,,,,,,,1,1,0
"24 Sex b","b","24 Sex","HD 90043","HIP 50887","TIC 1713457","Gaia DR2 3830897080395058048",1,2,0,1,0,0,0,0,0,0,0,0,0,1.333000,0.004000,-0.009000,1.333000,13.400,,,13.400,632.46000,82.63000,-120.77000,1.190,,,1.190,1.99000,0.26000,-0.38000,"Msini",0.090000,0.140000,-0.060000,0.090000,452.80000000,2.10000000,-4.50000000,,,,"K0 IV",2.700,0.400,-0.400,-0.030,0.040,-0.040,"[Fe/H]",1.164,0.003,-0.003,5098.00,44.00,-44.00,5098.00,4.90,0.08,-0.08,4.90,1.54,0.08,-0.08,1.54,2.7700,0.5000,-0.5000,2.7700,,,,,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,1,2,0
"24 Sex c","c","24 Sex","HD 90043","HIP 50887","TIC 1713457","Gaia DR2 3830897080395058048",1,2,0,1,0,0,0,0,0,0,0,0,0,2.080000,0.050000,-0.020000,2.080000,13.900,,,13.900,273.32000,111.24000,-69.92000,1.240,,,1.240,0.86000,0.35000,-0.22000,"Msini",0.290000,0.160000,-0.090000,0.290000,883.00000000,32.40000000,-13.80000000,,,,"K0 IV",2.700,0.400,-0.400,-0.030,0.040,-0.040,"[Fe/H]",1.164,0.003,-0.003,5098.00,44.00,-44.00,5098.00,4.90,0.08,-0.08,4.90,1.54,0.08,-0.08,1.54,2.7700,0.5000,-0.5000,2.7700,,,,,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,1,2,0
"DENIS-P J082303.1-491201 b","b","DENIS-P J082303.1-491201",,,"TIC 388682292","Gaia DR2 5514929155583865216",1,1,0,0,0,0,0,1,0,0,0,0,0,0.360000,0.010000,-0.010000,0.360000,11.900,,,11.900,9057.77000,603.85000,-603.85000,1.060,,,1.060,28.50000,1.90000,-1.90000,"Mass",0.345000,0.068000,-0.064000,0.345000,246.36000000,1.38000000,-1.35000000,56.600,1.900,-2.100,"L1.5",1.000,,,,,,,,,,,,,,,,,,0.07,0.01,-0.01,0.07,,,,,,,,,20.7700000,0.0800000,-0.0800000,,,,12.0620000,0.0230000,-0.0230000,1,1,0
"HIP 63242 b","b","HIP 63242","HD 112410","HIP 63242","TIC 437310271","Gaia DR2 5858576597131420288",1,1,0,1,0,0,0,0,0,0,0,0,0,0.565000,,,0.565000,12.500,,,12.500,2917.56000,,,1.120,,,1.120,9.18000,,,"Msini",0.230000,,,0.230000,124.60000000,,,,,,"G8",,,,-0.310,0.090,-0.090,"[Fe/H]",1.630,0.001,-0.001,4830.00,100.00,-100.00,4830.00,10.28,0.18,-0.11,10.28,1.54,0.05,-0.05,1.54,3.7000,0.1000,-0.1000,3.7000,,,,,156.4560000,0.6995000,-0.6995000,6.8600000,0.0300000,-0.0300000,4.4060000,0.0160000,-0.0160000,1,1,0
"GJ 504 b","b","GJ 504","HD 115383","HIP 64792","TIC 397587084","Gaia DR2 3732539683617410816",1,1,0,0,0,0,0,0,0,0,0,1,0,43.500000,,,43.500000,13.000,,,13.000,1271.30000,1430.20000,-317.80000,1.160,,,1.160,4.00000,4.50000,-1.00000,"Mass",,,,,,,,,,,"G0 V",0.160,0.350,-0.060,0.280,0.030,-0.030,"[Fe/H]",0.332,0.032,-0.032,6234.00,25.00,-25.00,6234.00,1.26,0.03,-0.04,1.26,1.22,0.08,-0.08,1.22,5.4700,0.1200,-0.1700,5.4700,3.33,,,3.33,17.5299000,0.0785000,-0.0778000,5.1879900,0.0230000,-0.0230000,4.0330000,0.2380000,-0.2380000,1,1,0
"2MASS J01225093-2439505 b","b","2MASS J01225093-2439505",,,"TIC 11614485","Gaia DR2 5040416186560252416",1,1,0,0,0,0,0,0,0,0,0,1,0,52.000000,6.000000,-6.000000,52.000000,11.209,,,11.209,7786.50000,794.50000,-794.50000,1.000,,,1.000,24.50000,2.50000,-2.50000,"Mass",,,,,,,,,,,"M3.5 V",0.120,0.010,-0.010,,,,,-1.720,0.110,-0.110,3530.00,50.00,-50.00,3530.00,0.37,0.01,-0.01,0.37,0.40,0.05,-0.05,0.40,,,,,,,,,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,9.1980000,0.0260000,-0.0260000,1,1,0
"RR Cae b","b","RR Cae",,,"TIC 219244444","Gaia DR2 4788741548375134336",2,1,0,0,0,0,0,0,0,0,1,0,0,5.300000,0.600000,-0.600000,5.300000,13.000,,,13.000,1334.88600,127.13200,-127.13200,1.160,,,1.160,4.20000,0.40000,-0.40000,"Msini",0.000000,,,0.000000,4343.50000000,36.50000000,-36.50000000,17.600,,,"M",,,,,,,,-2.108,0.087,-0.110,3904.00,157.00,-157.00,3904.00,0.19,0.01,-0.01,0.19,0.44,,,0.44,,,,,,,,,21.1916000,0.0110000,-0.0110000,14.3790000,0.0090000,-0.0090000,9.8520000,0.0250000,-0.0250000,2,1,0
"HAT-P-44 b","b","HAT-P-44",,,"TIC 168699373","Gaia DR2 1506159170017461888",1,2,0,1,0,0,1,0,0,0,0,0,0,0.050700,0.000700,-0.000700,0.050700,13.922,1.188,-0.572,13.922,111.87100,9.21700,-9.21700,1.242,0.106,-0.051,1.242,0.35200,0.02900,-0.02900,"Mass",0.044000,0.052000,-0.052000,0.044000,4.30121900,0.00001900,-0.00001900,89.100,0.400,-0.400,,7.500,3.600,-3.600,0.330,0.100,-0.100,"[Fe/H]",-0.194,0.086,-0.058,5295.00,100.00,-100.00,5295.00,0.95,0.08,-0.04,0.95,0.94,0.04,-0.04,0.94,0.2000,0.5000,-0.5000,0.2000,,,,,347.8500000,2.2260000,-2.1990000,13.2250000,0.0690000,-0.0690000,11.2750000,0.0180000,-0.0180000,1,2,0
"K2-288 B b","b","K2-288 B",,,"TIC 640381384","Gaia DR2 44838019756570112",2,1,0,0,0,0,1,0,0,0,0,0,0,0.164000,0.030000,-0.030000,0.164000,1.900,0.300,-0.300,1.900,4.27000,,,0.170,0.027,-0.027,0.170,0.01340,,,"M-R relationship",,,,,31.39346300,0.00006700,-0.00006900,89.810,0.130,-0.170,"M3 V",1.000,,,-0.210,0.090,-0.090,"[Fe/H]",-1.930,0.020,-0.020,3341.00,276.00,-276.00,3341.00,0.32,0.03,-0.03,0.32,0.33,0.02,-0.02,0.33,,,,,,,,,65.6138000,0.8821000,-0.8594000,13.8680000,0.1200000,,9.7240000,0.0180000,,2,1,0
"K2-243 c","c","K2-243",,,"TIC 96199085","Gaia DR2 3597570989175080576",1,2,0,0,0,0,1,0,0,0,0,0,0,0.181700,0.002200,-0.002400,0.181700,2.010,0.150,-0.130,2.010,4.70000,,,0.179,0.013,-0.012,0.179,0.01480,,,"M-R relationship",,,,,24.94598000,0.00491000,-0.00561000,,,,,,,,-0.030,0.180,-0.190,"[Fe/H]",0.427,0.008,-0.008,6570.00,269.00,-171.00,6570.00,1.39,0.03,-0.03,1.39,1.29,0.04,-0.06,1.29,,,,,,,,,266.8640000,3.5160000,-3.4280000,10.9710000,0.0120000,-0.0120000,9.5910000,0.0210000,-0.0210000,1,2,0
