index,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,e_pl_rade,e_pl_rade,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class
214,K2-131 b,K2-131,b,0.00936,0.00014,0.0,,1.69,0.085,0.085,0.02486,0.00409,0.151,0.085,0.085,7.9,1.3,0.76,0.01,0.6365250671529369,0.43143513631260116,0.6365250671529369,0.30257105437592824,0.2097486966045827,0.30257105437592824,-1,-1,-1,-1,nasa,152.509,1.079,0.8,0.03,12.129,0.092,10.051,0.026,9.19,0.07,2.0779999999999994,0.09560334722173695,5120.0,-0.479,0.004,5.3,4.9,14.437766042907361,6.862085162366353,-0.04,0.07,,0.00936,0.00014,0.07348714120179961,0.10694902411889017,15.802323305719737,22.99780653756787,29.206239817609408,10.491922352803158,0.1273692219744532,0.013754586614907449,2,2,0,0,0,2,
215,TOI-763 b,TOI-763,b,0.06,0.0006,0.04,0.04,2.28,0.11,0.11,0.0308,0.00245,0.203,0.11,0.11,9.79,0.78,0.9,0.01,2.226454191775392,1.6556928150862467,2.226454191775392,1.6281184558111736,1.3673711745032613,1.6281184558111736,-1,-1,-1,-1,nasa,95.1274,0.4536,0.92,0.03,10.265,0.023,8.49,0.021,27.0,16.0,1.7750000000000004,0.03114482300479487,5450.0,-0.154,0.003,,,12.126905686961377,5.195869418589268,0.01,0.05,G,0.0576,0.0024681523453790287,0.09689068069109087,0.16268120442061026,20.834908482660907,34.98218798522825,28.260030857784606,15.616325744423419,0.5944844188229171,0.10001002982144842,2,2,0,0,0,2,
216,Kepler-102 b,Kepler-102,b,0.05521,0.00049,0.1,,0.46,0.026,0.026,0.00346,,0.041,0.026,0.026,1.1,,0.72,0.02,1.2710839759268922,1.2474531493034209,1.2710839759268922,0.7278444586526431,0.6029980259046457,0.7278444586526431,82,-1,-1,-1,mcq13,107.796,0.22,0.8,0.02,12.072,0.027,9.351,0.011,26.572,0.153,2.7209999999999983,0.0291547594742265,4909.0,-0.584,0.016,1.1,3.6,20.904991726155092,11.969951168035008,0.11,0.04,,0.049689000000000004,0.000441,0.08561119533774626,0.12774778257616648,18.409421909626047,27.47027206180035,28.68361562326229,12.411797713803193,0.5804030629869265,0.07432392706807217,1,0,0,0,0,1,
217,Kepler-235 b,Kepler-235,b,0.037,,0.0,,2.23,0.1,0.1,0.0176,,0.199,0.1,0.1,5.6,,0.55,0.02,1.2117402955900036,1.0516604709832462,1.2117402955900036,0.8583766283831125,0.36102159567446657,0.8583766283831125,812,-1,-1,-1,mcq13,428.018,6.695,0.58,0.02,16.567,0.252,13.116,0.03,38.562,0.099,3.4510000000000005,0.2537794317906792,4255.0,-1.102,0.059,6.0,0.6,31.82365077759829,22.543195732818678,-0.51,0.06,M0 V,0.037,0.0,0.0847121523919523,0.1574813151632833,18.216096015288294,33.86402867389274,28.719746189909607,15.373929981376293,0.4367732250363056,0.0687836219068261,2,2,0,0,0,2,
218,Kepler-1065 c,Kepler-1065,c,0.0344,,0.0,,1.6,0.24,0.24,0.01,,0.143,0.24,0.24,3.19,,0.93,0.16,0.7347041692443856,0.6767784233839582,0.7347041692443856,0.34816856731685625,0.41009099867475207,0.34816856731685625,2034,-1,-1,-1,mcq13,1122.48,46.56,0.94,0.07,15.744,0.069,13.671,0.05,10.577,0.005,2.0730000000000004,0.08521150157109075,5635.0,-0.116,,4.47,4.82,14.396270557274812,6.82223758977148,-0.01,0.178,,0.0344,0.0,0.0758519113531435,0.1065105582322128,16.310832166782042,22.90352093077337,29.09784304984653,10.420703471185247,0.4535152692440937,0.0483041644940207,2,2,0,0,0,2,
219,HD 213885 b,HD 213885,b,0.02012,0.00015,0.0,,1.745,0.052,0.052,0.02778,0.00208,0.156,0.052,0.052,8.83,0.66,1.1,0.01,1.7631761785347273,1.5457053483917338,1.7631761785347273,0.7077303806696249,1.0862438172803917,0.7077303806696249,-1,-1,-1,-1,nasa,48.0883,0.0991,1.07,0.02,7.95,0.03,6.419,0.024,18.58,1.28,1.5310000000000006,0.03841874542459709,5978.0,0.139,0.016,3.8,0.79,10.537801171656454,4.167058377101772,-0.04,0.03,G,0.02012,0.00015,0.09202609220761872,0.09056753315197305,19.78885064576651,19.4752090837073,28.43632427261698,8.625399984098747,0.21863364527755413,0.019868084062215404,2,2,0,0,0,2,
220,TOI-198 b,TOI-198,b,0.1,0.006,,,1.44,0.08,0.08,0.00839,,0.128,0.08,0.08,2.67,,0.44,0.02,1.14566027070618,0.9195531847620984,1.14566027070618,0.878844591257665,0.2833346694730414,0.878844591257665,-1,-1,-1,-1,nasa,23.7262,0.02655,0.47,0.02,11.688,0.014,7.856,0.021,45.4,5.3,3.8320000000000007,0.025238858928247926,3650.0,-1.433,0.112,5.3,1.0,39.62780342554397,30.044714334342338,-0.7,0.5,M0 V,0.1,0.006,0.08366974014172812,0.1703760394033945,17.99194067155746,36.63684849036627,28.762121623449882,16.67298436241803,1.1951752190291265,0.21588713954031968,1,1,0,0,0,1,
221,Kepler-1714 b,Kepler-1714,b,0.1047,,0.0,,3.264,,,0.0337,,0.291,,,10.7,,2.09,0.15,1.4205486555318934,,1.4205486555318934,0.5259206481749807,,0.5259206481749807,288,-1,-1,-1,mcq13,409.46,4.267,1.45,0.15,11.041,0.01,9.705,0.014,13.38,0.099,1.3360000000000003,0.017204650534085254,6150.0,0.76,0.024,3.05,0.51,9.418895965228415,3.4864011668224357,0.22,0.15,,0.1047,0.0,0.08773870048726934,0.08375677770151807,18.866910439694543,18.010656812055633,28.5996051700499,8.001310809379266,1.1933160557260785,0.09994830760710151,3,3,0,0,0,3,
222,Kepler-621 b,Kepler-621,b,0.031,,0.0,,2.3,0.19,0.19,0.0186,,0.205,0.19,0.19,5.9,,0.68,0.02,1.2925354084515681,1.1065943519289794,1.2925354084515681,0.7609784275357653,0.47824247266204106,0.7609784275357653,605,-1,-1,-1,mcq13,389.0,15.58,0.72,0.03,15.22,0.069,12.407,0.024,28.49,0.064,2.8130000000000006,0.07305477397131553,4521.0,-0.759,,3.63,5.26,22.041949345225643,12.977072616113247,-0.02,0.111,,0.031,0.0,0.08592813396445496,0.13127211384840734,18.47757487578333,28.228127399341293,28.670968945744555,12.755818448671983,0.3607665914498209,0.047358593065502746,2,2,0,0,0,2,
223,Kepler-705 b,Kepler-705,b,0.232,0.0037,0.0,,2.11,0.1,0.1,0.016,,0.188,0.1,0.1,5.1,,0.51,0.02,0.5208712042678875,0.4823933904494049,0.5208712042678875,0.5184184109517366,0.1523671139309431,0.5184184109517366,854,-1,-1,-1,mcq13,276.881,3.858,0.53,0.02,16.331,1.133,12.536,0.024,20.206,0.003,3.795,1.1332541639014613,3722.0,-1.385,0.06,3.89,5.21,38.79269929770954,38.61002324164606,0.07,0.073,,0.232,0.0037,0.07030447165854571,0.22080888152195255,15.117937271982807,47.481685605410526,29.357768000764665,22.080942394936685,3.299932344656199,0.7305524771248998,2,2,1,100,100,2,
224,Kepler-1646 b,Kepler-1646,b,0.0295,,0.0,,1.23,0.28,0.28,0.00642,,0.11,0.28,0.28,2.04,,0.26,0.05,0.0504169718129653,0.0361364725816025,0.0504169718129653,0.046840405670553954,0.009417237119738204,0.046840405670553954,-1,7350067,-1,-1,mcq14,127.591,0.621,0.24,0.06,16.8419,0.0464,12.029,0.016,3.514,0.006,4.812899999999999,0.04908115728056949,3299.0,-1.78,0.123,4.68,5.89,69.69875170282113,64.75423202933743,0.04,0.131,,0.0295,0.0,0.041981488783532216,0.20712522676190126,9.02749852237519,44.53921794391322,31.122395249964104,21.855055436820408,0.7026906585450051,0.14554496199460393,1,1,0,0,0,1,
225,Kepler-742 b,Kepler-742,b,0.0744,,0.0,,3.24,0.17,0.17,0.0332,,0.289,0.17,0.17,10.6,,0.71,0.03,2.075758176943165,1.6715553326459367,2.075758176943165,1.1353530987187572,0.7737695001166792,1.1353530987187572,956,-1,-1,-1,mcq13,489.253,6.325,0.76,0.04,15.357,0.103,12.817,0.032,39.1,0.261,2.539999999999999,0.1078563859954523,4642.0,-0.692,,2.57,5.58,18.836490894898002,10.302007158515938,0.07,0.183,,0.0744,0.0,0.09540288672459328,0.12231835489194938,20.5149803852223,26.302753905182733,28.312991249552436,11.702369468399493,0.7798506162059445,0.09539004443578414,3,3,0,0,0,3,
226,Kepler-150 c,Kepler-150,c,0.073,,0.0,,3.69,0.59,0.59,0.0415,,0.329,0.59,0.59,13.2,,0.94,0.14,1.4321056056477486,1.1234637002718673,1.4321056056477486,0.6514762420450589,0.6669761813039182,0.6514762420450589,408,-1,-1,-1,mcq13,891.092,17.021,0.94,0.04,15.161,0.252,13.367,0.032,17.558,0.03,1.7939999999999987,0.25402362094891884,5560.0,-0.161,,4.57,3.23,12.260269026779229,5.577254652665013,-0.02,0.106,,0.073,0.0,0.0878958110146031,0.10208796810317218,18.900694735927303,21.952508305641164,28.593482229662364,9.829383596162671,0.83052877216039,0.08478699480107665,3,3,0,0,0,3,
227,Kepler-243 b,Kepler-243,b,0.062,,0.0,,2.45,1.16,1.16,0.0207,,0.219,1.16,1.16,6.57,,0.84,0.4,1.799345301626981,1.3191844221294011,1.799345301626981,0.9072925538303391,0.7024111849066641,0.9072925538303391,857,-1,-1,-1,mcq13,693.86,9.796,0.83,0.04,15.159,0.137,13.064,0.033,26.234,3.926,2.0950000000000006,0.14091841611372163,5228.0,-0.373,,3.5,3.8,14.579747409393311,7.020367093909666,0.01,0.161,,0.062,0.0,0.09243962448734262,0.11289703295283766,19.87777464899591,24.276837903901846,28.420979552699794,10.82942641453262,0.6707080469424603,0.07572094847739634,2,2,0,0,0,2,
228,Kepler-623 b,Kepler-623,b,0.0854,,0.0,,3.01,0.34,0.34,0.0293,,0.269,0.34,0.34,9.32,,0.86,0.1,2.1058185223124313,1.5366357798858303,2.1058185223124313,0.9335194358484463,0.870875583953905,0.9335194358484463,618,-1,-1,-1,mcq13,737.702,15.079,0.9,0.05,15.028,0.149,13.211,0.033,26.162,0.541,1.8170000000000002,0.1526106156202772,5443.0,-0.318,,4.47,6.05,12.42367265877741,5.501478346082723,-0.03,0.175,,0.0854,0.0,0.09570623497966298,0.09980509335666661,20.5802109428742,21.46160984067461,28.302126369515552,9.481032263235635,0.8923138604098992,0.08905746814165758,2,3,0,0,0,2,
229,Kepler-438 b,Kepler-438,b,0.166,0.051,0.03,0.1,1.12,0.17,0.17,0.00459,,0.1,0.17,0.17,1.46,,0.52,0.06,0.8962330971484802,0.9083955080743683,0.8962330971484802,0.7028204578404768,0.3227226290147829,0.7028204578404768,-1,-1,-1,-1,arm15,195.9428717,4.7289453,0.54,0.06,15.104,0.252,11.199,0.02,37.04,0.08,3.9049999999999994,0.25279240494919936,3748.0,-1.357,0.142,4.4,0.8,41.328533969398286,32.40945808676942,0.16,0.14,,0.16102,0.0521808480191727,0.07925441046344786,0.17420120229581623,17.042489299025156,37.45939322043138,28.947666305684024,17.15443021795847,2.031685038831529,0.7474938627502815,1,1,1,0,7,1,"a,b"
230,Kepler-354 c,Kepler-354,c,0.115,,0.0,,1.31,0.42,0.42,0.00714,,0.117,0.42,0.42,2.27,,0.67,0.21,1.4454979387176505,1.1286738853863862,1.4454979387176505,0.8291729250055293,0.5003415726873012,0.8291729250055293,2045,-1,-1,-1,mcq13,554.064,7.994,0.73,0.04,15.771,0.252,13.16,0.031,28.364,0.088,2.6110000000000007,0.253899586451022,4648.0,-0.714,,5.25,5.64,19.62230401045238,11.255668233266816,-0.03,0.152,,0.115,0.0,0.0880766416552806,0.1279649068425821,18.939579691864278,27.516961425399288,28.586448397958893,12.391464746418185,1.3056810277813904,0.16708135108617247,1,1,0,0,0,1,
231,Kepler-207 d,Kepler-207,d,0.068,,0.0,,3.31,0.63,0.63,0.0345,,0.295,0.63,0.63,11.0,,1.59,0.3,1.616125834466893,1.2104007181952843,1.616125834466893,0.6107308819582977,0.8410592526217655,0.6107308819582977,665,-1,-1,-1,mcq13,875.519,9.893,1.04,0.09,13.164,0.103,11.805,0.016,15.425,0.213,1.359,0.10423531071570707,5920.0,0.534,0.022,4.17,1.09,9.544430062952495,3.6044131934536674,0.18,0.091,,0.068,0.0,0.09027348444110599,0.08544531607192171,19.411978255554775,18.373752025814987,28.502132006914056,8.139289168385735,0.7532665923000114,0.06436310206549387,3,3,0,0,0,3,
232,Kepler-25 b,Kepler-25,b,0.069445,,0.0029,0.0023,2.748,0.038,0.038,0.0275,0.0079,0.245,0.038,0.038,8.7,2.5,1.32,0.02,2.5438688165344567,2.318118920240201,2.5438688165344567,0.9232339336159427,1.838702938355364,0.9232339336159427,244,-1,-1,-1,mcq13,243.249,1.414,1.17,0.03,10.769,0.008,9.493,0.017,23.147,0.039,1.2759999999999998,0.018788294228055936,6103.0,0.467,0.05,4.65,0.75,9.099132726322514,3.3022683856109976,0.01,0.09,,0.06924360950000001,0.00015972350000000002,0.09978427820834587,0.08283909613559806,21.45713385075254,17.813322958007,28.159318009159723,7.722855987036215,0.6939330598295447,0.05750706905166083,2,3,0,0,0,2,
233,TOI-451 b,TOI-451,b,0.0283,0.0012,0.0,,1.91,0.12,0.12,0.0136,,0.17,0.12,0.12,4.31,,0.88,0.03,0.42689412313042363,0.33326919778630043,0.42689412313042363,0.18148111006928255,0.19914077971272082,0.18148111006928255,-1,-1,-1,-1,nasa,123.739,0.386,0.95,0.02,10.939,0.008,9.19,0.023,5.1,0.1,1.7490000000000006,0.02435159132377184,5550.0,-0.189,0.022,0.12,,11.946756171299787,5.073396589689739,,,,0.0283,0.0012,0.06728272660366029,0.0965118090800096,14.468155670414804,20.753437743811176,29.508121701010833,9.481273093477673,0.42061315628163665,0.04433934842511838,2,2,0,0,0,2,
234,WASP-41 c,WASP-41,c,1.07,0.03,0.294,0.024,13.1,,,3.18,0.2,1.17,,,1010.6994,63.566,0.87,0.03,1.3686858850705377,1.1532800740283036,1.3686858850705377,0.6216173118378026,0.6901314615773356,0.6216173118378026,-1,-1,-1,-1,nasa,163.371,1.067,0.93,0.07,11.632,0.018,9.677,0.019,18.41,0.05,1.955,0.0261725046566048,5545.0,-0.195,0.004,1.2,1.1,13.450858375039944,6.108879339184104,0.06,0.02,,0.75542,0.033287457097231084,0.08702113919784382,0.10192615482016182,18.7126094925937,21.917712751324146,28.62771021542426,9.825223879639758,8.680879231913313,0.963954891007476,3,3,1,81,100,3,
235,Kepler-249 b,Kepler-249,b,0.035,,0.0,,1.09,0.05,0.05,0.00416,,0.097,0.05,0.05,1.32,,0.48,0.02,0.6612471146952306,0.8236312004806317,0.6612471146952306,0.571875412145143,0.2516120479822244,0.571875412145143,899,-1,-1,-1,mcq13,190.401,1.2195,0.51,0.02,16.37,0.2,11.966,0.021,36.422,0.336,4.404000000000002,0.2010994778710278,3568.0,-1.495,0.09,3.09,5.27,55.08076964054041,47.63354735441688,-0.34,0.095,M2 V,0.035,0.0,0.07410802045281446,0.1920409806454822,15.935834209775827,41.29557381711102,29.17744581276159,19.069004216673143,0.472283563724185,0.09069779872033557,1,1,0,0,0,1,
236,Kepler-125 c,Kepler-125,c,0.051,,0.0,,0.74,0.05,0.05,0.00104,,0.066,0.05,0.05,0.33,,0.51,0.02,0.3847644281770462,0.3564912825423601,0.3847644281770462,0.2864065506464543,0.11450815021259131,0.2864065506464543,251,-1,-1,-1,mcq13,183.365,0.989,0.54,0.02,15.431,0.046,11.682,0.019,14.536,0.004,3.7489999999999988,0.04976946855251722,3810.0,-1.328,0.07,13.5,3.5,37.77896015198,28.121468962296486,-0.14,0.087,M1 V,0.051,0.0,0.06575668711936938,0.16594793272029332,14.1400034397839,35.68464961183826,29.58663965653928,16.643599822425504,0.7755865180284814,0.128706979312557,0,0,0,0,0,0,
237,GJ 9404 b,GJ 9404,b,0.0943,0.0036,0.49,0.13,3.48,,,0.03744,0.00598,0.31,,,11.9,1.9,0.63,0.02,0.588149842275515,0.7019787812582857,0.588149842275515,0.4463747835859791,0.28424273434595093,0.4463747835859791,-1,-1,-1,-1,nasa,23.8839,0.0254,0.62,0.07,10.62,0.1,6.796,0.02,23.2,0.1,3.823999999999999,0.10198039027185571,3811.0,-1.0,0.398,,,39.44573020752781,29.93675088944035,,,M2V,0.048093,0.012395724141815999,0.07221573485715092,0.1688758607295282,15.5289261673563,36.31425724469947,29.265969713711076,16.78508447221348,0.6659628970768238,0.2052111210408019,3,3,0,0,0,3,
238,Kepler-146 c,Kepler-146,c,0.364,,0.0,,3.13,0.59,0.59,0.0313,,0.279,0.59,0.59,9.96,,1.21,0.23,1.3765373882901555,1.2167126175954894,1.3765373882901555,0.5352843826477088,0.8909001969696899,0.5352843826477088,386,-1,-1,-1,mcq13,716.797,9.344,1.1,0.05,13.921,0.092,12.475,0.023,13.813,0.423,1.4459999999999997,0.09483142938920619,5948.0,0.148,,2.7,1.1,10.034598491478393,3.88996490358454,-0.026,0.033,,0.364,0.0,0.08713111684935243,0.08777681687221113,18.736258560677193,18.875106804776173,28.623387666868595,8.41114370354286,4.1776120077669505,0.3666974841689099,2,3,0,0,0,2,
239,GJ 486 b,GJ 486,b,0.01713,0.00098,0.0,,1.343,0.063,0.063,0.00944,0.00041,0.12,0.063,0.063,3.0,0.13,0.34,0.02,0.6325582810630646,0.6750587107244663,0.6325582810630646,0.6164598440136406,0.16818797647237024,0.6164598440136406,-1,-1,-1,-1,nasa,8.07426,0.004095,0.33,0.02,11.39,0.1,6.362,0.018,49.9,5.5,5.0280000000000005,0.10160708636704431,3291.0,-1.916,0.03,4.0,4.0,78.88601176185549,76.38511314400508,-0.15,0.13,M3.5 V,0.01713,0.00098,0.07338577556103275,0.21616213979536314,15.780526123229121,46.48247249300895,29.210963858036546,21.512549196501144,0.23342398263207687,0.052194670462435054,2,1,0,0,0,2,
240,TOI-260 b,TOI-260,b,0.0943,0.0016,0.0,,1.71,0.08,0.08,0.01331,0.00503,0.153,0.08,0.08,4.23,1.6,0.61,0.01,1.0318384182248168,0.9379888887502956,1.0318384182248168,0.7261705989866947,0.3923950848817343,0.7261705989866947,-1,-1,-1,-1,nasa,20.1852,0.0232,0.62,0.03,9.9,0.03,6.549,0.021,31.0,6.0,3.351,0.03661966684720111,4026.0,0.087,0.003,15.9,5.5,30.043463639716624,20.32818559737947,-0.47,0.03,K8 V,0.0943,0.0016,0.08175877012400509,0.1565077521887186,17.581014820398394,33.65467834904744,28.84119446014961,15.33834190261459,1.1533930837875053,0.1815726470044451,2,2,0,0,0,2,
241,TOI-2374 b,TOI-2374,b,0.0471,0.0002,0.13,,6.81,0.3,0.3,0.17821,0.01343,0.608,0.3,0.3,56.64,4.27,0.69,0.02,3.056354439722201,2.095698087895219,3.056354439722201,1.5631327955453762,0.9436864948736668,1.5631327955453762,-1,-1,-1,-1,nasa,134.655,0.875,0.75,0.01,12.095,0.08,9.793,0.023,50.2,2.8,2.3020000000000014,0.08324061508662703,4802.0,-0.52,0.017,4.1,0.63,16.424796596746415,8.350143668964542,0.15,0.04,,0.040977,0.000174,0.10391108237380423,0.11525351375187436,22.34454207721879,24.783564262297546,28.02062433958891,10.829540446691102,0.3943467728744419,0.0454806877044842,3,3,0,0,0,3,
242,Kepler-210 b,Kepler-210,b,0.032,,0.0,,2.94,0.21,0.21,0.0282,,0.262,0.21,0.21,8.96,,0.65,0.03,0.5586620224525317,0.5390141288773395,0.5586620224525317,0.3310541371667263,0.2492297445026711,0.3310541371667263,676,-1,-1,-1,mcq13,232.75,0.827,0.77,0.02,14.126,0.137,11.313,0.016,12.314,0.003,2.812999999999999,0.13793114224133723,4559.0,-0.799,,1.78,0.926,22.041949345225618,13.061703878199795,0.277,0.013,M0 V,0.032,0.0,0.0714001986406638,0.132542479155392,15.353557160619959,28.501300677945437,29.304839287716735,13.12351964153597,0.4481780248406113,0.05940262651534148,2,3,0,0,0,2,
243,Kepler-107 c,Kepler-107,c,0.06064,0.00048,0.08,,1.597,0.026,0.026,0.03146,0.00629,0.142,0.026,0.026,10.0,2.0,1.45,0.01,1.980368628333784,2.2953030718722616,1.980368628333784,0.8368355622530977,2.0139012911809937,0.8368355622530977,-1,-1,-1,-1,nasa,525.997,5.697,1.24,0.03,12.543,0.057,11.06,0.016,20.3,3.3,1.4829999999999988,0.05920304046246274,5854.0,0.364,0.019,4.29,0.7,10.250616834442456,3.998205489084191,0.321,0.065,,0.0557888,0.00044160000000000005,0.09441704695148077,0.09524636601223577,20.30299011634544,20.481322919980553,28.34854070145225,9.052291535714982,0.5908763491477218,0.05647283958689667,2,1,0,0,0,2,
244,GJ 357 c,GJ 357,c,0.061,0.004,,,1.66,,,0.0107,0.00145,0.148,,,3.4,0.46,0.34,0.02,1.3874891541943106,1.084285367520814,1.3874891541943106,1.1999209804051723,0.24190276564008528,1.1999209804051723,-1,-1,-1,-1,nasa,9.44181,0.00511,0.34,0.01,10.91,0.1,6.475,0.017,77.8,2.1,4.4350000000000005,0.10143470806385751,3505.0,-1.798,0.01,,,56.072510379497004,48.468704215328856,-0.12,0.16,M2.5 V,0.061,0.004,0.08728370702314599,0.19182022562377096,18.769070821708553,41.248103713261656,28.617399308659184,18.70197705188585,0.6988704086986585,0.14167418174474208,2,2,0,0,0,2,
245,Kepler-762 b,Kepler-762,b,0.0493,,0.0,,12.68,2.64,2.64,,,1.131,2.64,2.64,,,1.08,0.23,0.3669387177940468,0.3292513308357171,0.3669387177940468,0.15077617109155037,0.23134361919951485,0.15077617109155037,1074,-1,-1,-1,mcq13,1898.26,118.01,1.06,0.07,15.574,0.115,13.969,0.046,4.035,0.002,1.6050000000000004,0.1238587905640936,5944.0,0.318,,3.8,2.18,10.996386601712445,4.518443491975996,0.02,0.162,,0.0493,0.0,0.0650715484362019,0.09363288514269362,13.9926744948337,20.134367712156052,29.622486049460168,9.200232693500249,0.7576275835565093,0.07093885651208315,-1,3,0,0,0,3,
246,TOI-1266 b,TOI-1266,b,0.0728,0.0011,0.22,,2.62,0.11,0.11,0.01331,0.00217,0.234,0.11,0.11,4.23,0.69,0.44,0.01,0.9640173688233297,0.8072645078089862,0.9640173688233297,0.7761836141344792,0.21526195664245973,0.7761836141344792,-1,-1,-1,-1,nasa,36.0118,0.0295,0.43,0.02,12.941,0.049,8.84,0.02,44.6,0.8,4.101000000000001,0.05292447448959697,3618.0,-1.538,0.082,7.9,5.2,46.26472659350353,37.24104104698125,-0.195,0.115,M3 V,0.05678400000000001,0.000858,0.08054059333045928,0.17877617082674394,17.31906391007145,38.443172568177225,28.892571153262118,17.579389365980216,0.7050357794983505,0.1264929840839249,2,3,0,0,0,2,
247,Kepler-247 d,Kepler-247,d,0.14,,0.0,,3.94,1.1,1.1,0.0463,,0.352,1.1,1.1,14.7,,0.77,0.21,2.251151305955452,1.7404785931346802,2.251151305955452,1.1542863403290735,0.9196324886090153,1.1542863403290735,884,-1,-1,-1,mcq13,663.711,13.884,0.84,0.04,15.199,0.24,13.051,0.026,33.838,3.5,2.1479999999999997,0.24140422531513403,5100.0,-0.422,,0.8,3.7,15.031419660900225,7.54897356558929,0.05,0.168,,0.14,0.0,0.09712697044147826,0.1149616328073723,20.88571910025176,24.72079958025427,28.251694653631798,10.946818617563293,1.4414121985237247,0.16570709989075166,3,3,0,0,0,3,
248,Kepler-55 b,Kepler-55,b,0.1593,,0.0,,2.43,,,0.135,0.117,0.217,,,43.0,37.2,0.58,,0.7649099004414434,0.41561985083464714,0.7649099004414434,0.4352242929113998,,0.4352242929113998,904,-1,-1,-1,mcq13,578.796,9.604,0.62,,15.746,0.355,13.289,0.049,13.736,0.002,2.4570000000000007,0.3583657349691792,4362.0,-0.763,,2.34,2.45,17.95767055972567,10.2176925822034,-0.01,0.11,,0.1593,0.0,0.0765297048077101,0.12717213793925086,16.45658162891107,27.346488192772647,29.067396916475268,12.498526208099193,2.0815446812484124,0.26471448733043706,3,2,0,0,0,3,
249,HD 136352 b,HD 136352,b,0.0964,0.0028,0.0,,1.664,0.043,0.043,0.01485,0.00132,0.148,0.043,0.043,4.72,0.42,1.06,0.02,2.3111437404786086,1.3089949077325276,2.3111437404786086,0.9514351471158198,0.7272122751915637,0.9514351471158198,-1,-1,-1,-1,nasa,14.682,0.0199,0.87,0.04,5.65,0.03,4.159,0.036,23.8,3.1,1.4910000000000005,0.046861498055439925,5664.0,0.016,0.025,12.3,2.9,10.297931531974434,4.02158858337373,-0.24,0.05,G4 V,0.0964,0.0028,0.09769264765897259,0.0931059992379643,21.007359623087968,20.021068687651944,28.231819902142913,8.782671528121414,0.9867682196158201,0.0962408985528162,2,2,0,0,0,2,
250,Kepler-1891 b,Kepler-1891,b,0.0473,,0.0,,1.521,,,0.00921,,0.136,,,2.93,,0.83,0.19,1.050546686988537,0.7417821143104453,1.050546686988537,0.4733169716099594,0.42188481736677647,0.4733169716099594,2982,-1,-1,-1,mcq13,596.24,6.0705,0.87,0.09,14.412,0.149,12.538,0.019,13.487,0.007,1.8740000000000006,0.15020652449211386,5516.0,-0.231,,3.7,4.0,12.838077704724762,5.78410850637343,-0.14,0.3,,0.0473,0.0,0.0820837896558422,0.10120667012575321,17.6509054657381,21.762998204416675,28.827616085363548,9.814985314684307,0.5762404513524247,0.058319377273139995,1,1,0,0,0,1,
