pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax.1,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade.1,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj.1,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen.1,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff.1,st_rad,st_raderr1,st_raderr2,st_rad.1,st_mass,st_masserr1,st_masserr2,st_mass.1,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin.1,st_rotp,st_rotperr1,st_rotperr2,st_rotp.1,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum.1,sy_pnum.1,sy_mnum.1,KIC,koi_name,kepler_name,KOI,TIC,GAIA
HD 97658 b,b,HD 97658,HD 97658,HIP 54906,TIC 82308728,Gaia DR2 3997075206232885888,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0805,0.001,-0.0011,0.0805,2.12,0.06,-0.06,2.12,8.3,1.1,-1.1,0.189,0.005,-0.005,0.189,0.02611,0.00346,-0.00346,Mass,0.05,0.04,-0.03,0.05,9.4897116,8e-07,-8e-07,89.05,0.41,-0.24,K1 V,3.9,2.6,-2.03,-0.23,0.03,-0.03,[Fe/H],-0.455,0.009,-0.009,5212.0,43.0,-43.0,5212.0,0.73,0.01,-0.01,0.73,0.85,0.08,-0.08,0.85,0.5,0.5,-0.5,0.5,,,,,21.5618,0.0254,-0.0253,7.76,0.03,-0.03,5.734,0.018,-0.018,1,1,0,-1,,,-1,82308728,3.997075206232886e+18
LTT 3780 b,b,LTT 3780,,,TIC 36724087,Gaia DR2 3767281845873242112,2,2,0,1,0,0,1,0,0,0,0,0,0,0.01195,0.00028,-0.00029,0.01195,1.325,0.057,-0.058,1.325,2.46,0.19,-0.19,0.118,0.005,-0.005,0.118,0.00774,0.0006,-0.0006,Mass,0.0,,,0.0,0.76837931,3.9e-07,-4.2e-07,86.1,0.92,-0.68,M3.5 V,3.1,6.2,-0.98,0.06,0.11,-0.11,[Fe/H],-1.783,0.052,-0.059,3358.0,92.0,-92.0,3358.0,0.38,0.01,-0.01,0.38,0.38,0.02,-0.03,0.38,3.0,,,3.0,104.0,15.0,-15.0,104.0,21.9814,0.0403,-0.0402,13.14,0.035,-0.035,8.204001,0.021,-0.021,2,2,0,-1,,,-1,36724087,3.767281845873242e+18
TOI-5799 b,b,TOI-5799,,,TIC 328081248,Gaia DR2 1807887150930343424,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0352,0.0011,-0.0011,0.0352,1.625,0.192,-0.128,1.625,3.27,,,0.145,0.017,-0.011,0.145,0.0103,,,M-R relationship,,,,,4.164753,0.00038,-0.000427,88.67,0.89,-1.65,,7.0,4.7,-4.8,-0.08,0.25,-0.34,[Fe/H],-1.83,0.037,-0.037,3514.0,95.0,-94.0,3514.0,0.33,0.01,-0.01,0.33,0.34,0.03,-0.03,0.34,,,,,,,,,27.8123,0.02505,-0.02505,13.29,0.077,-0.077,8.952,0.021,-0.021,1,1,0,-1,,,-1,328081248,1.8078871509303434e+18
TOI-2068 b,b,TOI-2068,,,TIC 417931300,Gaia DR2 1581657479535392256,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0632,0.0011,-0.0011,0.0632,1.821,0.162,-0.149,1.821,3.97,,,0.162,0.014,-0.013,0.162,0.0125,,,M-R relationship,,,,,7.768915,2.5e-05,-3.7e-05,89.01,0.68,-1.02,,7.0,4.6,-5.0,0.27,0.15,-0.2,[Fe/H],-1.311,0.02,-0.022,3710.0,57.0,-58.0,3710.0,0.54,0.02,-0.02,0.54,0.56,0.03,-0.03,0.56,,,,,,,,,52.9328,0.0586,-0.0586,13.007,0.009,-0.009,9.007,0.022,-0.022,1,1,0,-1,,,-1,417931300,1.5816574795353923e+18
TOI-2180 b,b,TOI-2180,,,TIC 298663873,Gaia DR2 2151078741786155008,1,1,0,1,0,0,1,0,0,0,0,0,0,0.828,0.012,-0.012,0.828,11.321,0.247,-0.213,11.321,875.61726,27.65107,-25.7441,1.01,0.022,-0.019,1.01,2.755,0.087,-0.081,Mass,0.3683,0.0073,-0.0073,0.3683,260.79,0.59,-0.58,89.955,0.032,-0.044,G5,8.1,1.5,-1.3,0.253,0.057,-0.057,[Fe/H],0.406,0.015,-0.016,5695.0,58.0,-60.0,5695.0,1.64,0.03,-0.03,1.64,1.11,0.05,-0.05,1.11,2.2,1.0,-1.0,2.2,,,,,116.685,0.267,-0.266,9.162,0.002,-0.002,7.604,0.016,-0.016,1,1,0,-1,,,-1,298663873,2.151078741786155e+18
TOI-1899 b,b,TOI-1899,,,TIC 172370679,Gaia DR2 2073530190996615424,1,1,0,1,0,0,1,0,0,0,0,0,0,0.1525,0.0065,-0.006,0.1525,11.097,0.336,-0.336,11.097,212.94503,12.71314,-12.71314,0.99,0.03,-0.03,0.99,0.67,0.04,-0.04,Mass,0.044,0.029,-0.027,0.044,29.090312,3.6e-05,-3.5e-05,89.64,0.07,-0.08,M0,7.1,4.5,-4.8,0.28,0.11,-0.11,[Fe/H],-1.057,0.003,-0.003,3926.0,45.0,-47.0,3926.0,0.61,0.02,-0.02,0.61,0.63,0.03,-0.03,0.63,2.0,,,2.0,,,,,128.438,0.25,-0.25,14.88,0.2,-0.2,10.509,0.018,-0.018,1,1,0,-1,,,-1,172370679,2.0735301909966154e+18
HD 22946 d,d,HD 22946,HD 22946,HIP 17047,TIC 100990000,Gaia DR2 4848767461548943104,1,3,0,0,0,0,1,0,0,0,0,0,0,0.2958,0.0044,-0.0042,0.2958,2.607,0.06,-0.06,2.607,26.57,,,0.233,0.005,-0.005,0.233,0.0836,,,Mass,,,,,47.42489,0.0001,-0.00011,,,,F7/F8V,2.5,1.0,-1.0,-0.08,0.04,-0.04,[Fe/H],0.209,0.013,-0.014,6169.0,64.0,-64.0,6169.0,1.12,0.01,-0.01,1.12,1.1,0.04,-0.04,1.1,,,,,,,,,62.7792,0.1161,-0.1156,8.270001,0.03,-0.03,6.981,0.029,-0.029,1,3,0,-1,,,-1,100990000,4.848767461548943e+18
Qatar-3 b,b,Qatar-3,,,TIC 291751373,Gaia DR2 2878641361300809856,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03783,0.00069,-0.00069,0.03783,12.285,1.569,-1.569,12.285,1369.8473,149.3801,-149.3801,1.096,0.14,-0.14,1.096,4.31,0.47,-0.47,Mass,0.0,,,0.0,2.5079204,,,86.8,2.0,-2.0,G0 V,0.31,0.001,-0.001,-0.041,0.081,-0.081,[Fe/H],0.279,0.094,-0.12,6007.0,52.0,-52.0,6007.0,1.27,0.14,-0.14,1.27,1.15,0.06,-0.06,1.15,10.2,0.5,-0.5,10.2,6.31,,,6.31,735.601,33.463,-30.723,12.929,0.08,-0.08,11.219,0.022,-0.022,1,1,0,-1,,,-1,291751373,2.8786413613008097e+18
WASP-159 b,b,WASP-159,,,TIC 77156657,Gaia DR2 4864759888238232320,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0538,0.0015,-0.0015,0.0538,15.468,1.009,-1.009,15.468,174.8065,25.4264,-25.4264,1.38,0.09,-0.09,1.38,0.55,0.08,-0.08,Mass,0.0,,,0.0,3.840401,7e-06,-7e-06,88.1,1.4,-1.4,F9,3.4,0.95,-0.95,0.22,0.12,-0.12,,0.678,0.012,-0.012,6120.0,140.0,-140.0,6120.0,2.11,0.1,-0.1,2.11,1.41,0.12,-0.12,1.41,5.7,0.4,-0.4,5.7,,,,,715.383,10.775,-10.466,12.836,0.05,-0.05,11.017,0.019,-0.019,1,1,0,-1,,,-1,77156657,4.864759888238233e+18
WASP-7 b,b,WASP-7,HD 197286,,TIC 389352124,Gaia DR2 6681720724498802176,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0617,0.0011,-0.0011,0.0617,14.908,1.042,-1.042,14.908,305.1168,41.3179,-41.3179,1.33,0.093,-0.093,1.33,0.96,0.13,-0.13,Mass,0.034,0.045,-0.024,0.034,4.9546416,3.5e-06,-3.5e-06,87.03,0.93,-0.93,,2.4,0.9,-1.1,0.0,0.1,-0.1,[Fe/H],0.537,0.005,-0.005,6400.0,100.0,-100.0,6400.0,1.43,0.09,-0.09,1.43,1.28,0.07,-0.07,1.28,17.0,2.0,-2.0,17.0,,,,,162.303,1.296,-1.276,9.504,0.003,-0.003,8.396,0.023,-0.023,1,1,0,-1,,,-1,389352124,6.681720724498803e+18
HD 219134 g,g,HD 219134,HD 219134,HIP 114622,TIC 283722336,Gaia DR2 2009481748875806976,1,6,0,1,0,0,0,0,0,0,0,0,0,0.3753,0.0004,-0.0004,0.3753,3.28,,,3.28,10.80622,1.27132,-1.27132,0.293,,,0.293,0.034,0.004,-0.004,Msini,0.0,,,0.0,94.2,0.2,-0.2,,,,K3 V,12.46,,,0.08,,,[Fe/H],-0.509,,,4913.0,,,4913.0,0.77,0.02,-0.02,0.77,0.79,0.04,-0.02,0.79,0.4,0.5,-0.5,0.4,,,,,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,1,6,0,-1,,,-1,283722336,2.009481748875807e+18
tau Cet e,e,tau Cet,HD 10700,HIP 8102,TIC 419015728,Gaia DR2 2452378776434276992,1,4,0,1,0,0,0,0,0,0,0,0,0,0.538,0.06,-0.06,0.538,1.81,,,1.81,3.93,0.83,-0.64,0.161,,,0.161,0.01237,0.00261,-0.00201,Msini,0.18,0.18,-0.14,0.18,162.87,1.08,-0.46,,,,G8.5V,12.12,,,-0.52,0.01,-0.01,[Fe/H],-0.305,0.003,-0.003,5310.0,17.0,-17.0,5310.0,0.83,0.02,-0.02,0.83,0.78,0.01,-0.01,0.78,1.8,0.1,-0.1,1.8,34.5,,,34.5,3.60304,0.00678,-0.00675,3.49607,0.023,-0.023,1.794,0.274,-0.274,1,4,0,-1,,,-1,419015728,2.452378776434277e+18
K2-150 b,b,K2-150,,,TIC 376879419,Gaia DR2 2579495171146737280,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0727,0.0027,-0.0027,0.0727,2.0,0.27,-0.21,2.0,4.66,,,0.178,0.024,-0.019,0.178,0.0147,,,M-R relationship,,,,,10.59357,0.00084,-0.00084,,,,M2.5 V,,,,0.09,0.12,-0.12,[Fe/H],-1.585,0.09,-0.114,3499.0,70.0,-70.0,3499.0,0.44,0.04,-0.04,0.44,0.46,0.05,-0.05,0.46,,,,,,,,,102.483,0.802,-0.789,15.784,0.286,-0.286,11.249,0.023,-0.023,1,1,0,-1,,,-1,376879419,2.579495171146737e+18
NSVS 14256825 b,b,NSVS 14256825,,,TIC 404635917,Gaia DR2 4245906369913936000,2,1,0,0,0,0,0,0,0,0,1,0,0,3.12,0.07,-0.07,3.12,12.3,,,12.3,4497.2945,50.8528,-50.8528,1.1,,,1.1,14.15,0.16,-0.16,Msini,0.12,0.02,-0.02,0.12,3225.0,22.0,-22.0,,,,,,,,,,,,1.974,0.072,-0.086,40000.0,,,40000.0,0.19,0.01,-0.01,0.19,0.42,0.07,-0.07,0.42,,,,,,,,,820.877,41.457,-41.457,13.296,0.115,-0.115,13.945,0.055,-0.055,2,1,0,-1,,,-1,404635917,4.245906369913936e+18
CoRoT-10 b,b,CoRoT-10,,,TIC 405010127,Gaia DR2 4263752921128319616,1,1,0,1,0,0,1,0,0,0,0,0,0,0.1055,0.0021,-0.0021,0.1055,10.87,0.78,-0.78,10.87,874.0,50.85,-50.85,0.97,0.07,-0.07,0.97,2.75,0.16,-0.16,Mass,0.53,0.04,-0.04,0.53,13.2406,0.0002,-0.0002,88.55,0.2,-0.2,K1 V,3.0,,,0.26,0.07,-0.07,[Fe/H],-0.726,0.012,-0.012,5075.0,75.0,-75.0,5075.0,0.79,0.05,-0.05,0.79,0.89,0.05,-0.05,0.89,2.0,0.5,-0.5,2.0,,,,,338.386,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,1,1,0,-1,,,-1,405010127,4.2637529211283195e+18
MASCARA-1 b,b,MASCARA-1,HD 201585,HIP 104513,TIC 354619337,Gaia DR2 1744911763437512064,1,1,0,1,0,0,1,0,0,0,0,0,0,0.040352,4.6e-05,-4.9e-05,0.040352,17.901,0.202,-0.213,17.901,1175.971,286.047,-286.047,1.597,0.018,-0.019,1.597,3.7,0.9,-0.9,Mass,0.00034,0.00034,-0.00023,0.00034,2.14877381,8.8e-07,-8.7e-07,88.45,0.17,-0.17,A8,0.8,0.2,-0.2,0.15,0.15,-0.15,[Fe/H],1.083,0.034,-0.037,7490.0,150.0,-150.0,7490.0,2.08,0.02,-0.02,2.08,1.9,0.06,-0.07,1.9,101.7,3.5,-4.2,101.7,0.85,0.02,-0.02,0.85,182.273,1.963,-1.922,8.28,0.03,-0.03,7.74,0.017,-0.017,1,1,0,-1,,,-1,354619337,1.7449117634375122e+18
Kepler-487 c,c,Kepler-487,,,TIC 139158696,Gaia DR2 2076692386427776768,1,3,0,0,0,0,1,0,0,0,0,0,0,0.2141,,,0.2141,2.68,0.18,-0.49,2.68,7.65,,,0.239,0.016,-0.044,0.239,0.0241,,,M-R relationship,0.0,,,0.0,38.6519976,0.0002517,-0.0002517,89.96,,,,5.62,3.97,-3.36,0.0,0.099,-0.105,[Fe/H],-0.173,,,5444.0,89.78,-77.87,5444.0,0.88,0.05,-0.04,0.88,0.91,0.04,-0.04,0.91,,,,,,,,,872.343,21.335,-20.356,14.882,0.183,-0.183,13.25,0.037,-0.037,1,3,0,5972334,K00191.04,Kepler-487 c,191,139158696,2.0766923864277768e+18
Kepler-487 d,d,Kepler-487,,,TIC 139158696,Gaia DR2 2076692386427776768,1,3,0,0,0,0,1,0,0,0,0,0,0,0.0337,,,0.0337,2.775,,,2.775,8.12,,,0.248,,,0.248,0.0256,,,M-R relationship,0.0,,,0.0,2.41839004,,,89.89,,,,3.4,3.5,-3.5,0.02,0.15,-0.15,[Fe/H],-0.173,,,5422.0,108.0,-108.0,5422.0,0.89,0.09,-0.07,0.89,0.87,0.06,-0.05,0.87,,,,,,,,,872.343,21.335,-20.356,14.882,0.183,-0.183,13.25,0.037,-0.037,1,3,0,5972334,K00191.02,Kepler-487 d,191,139158696,2.0766923864277768e+18
HD 21520 b,b,HD 21520,HD 21520,HIP 16038,TIC 404518509,Gaia DR2 4847732649308331648,1,1,0,1,0,0,1,0,0,0,0,0,0,0.1726,0.0071,-0.0071,0.1726,2.697,0.09,-0.09,2.697,17.7,,,0.241,0.008,-0.008,0.241,0.05569,,,Mass,0.0,,,0.0,25.1292,8.9e-05,-7.3e-05,89.23,0.12,-0.12,,5.3,1.1,-1.1,0.049,0.042,-0.042,[Fe/H],0.066,0.005,-0.005,5871.0,62.0,-62.0,5871.0,1.04,0.02,-0.02,1.04,1.09,0.07,-0.07,1.09,2.5,0.25,-0.25,2.5,,,,,79.208,0.1598,-0.1592,9.17,0.03,-0.03,7.707,0.016,-0.016,1,1,0,-1,,,-1,404518509,4.847732649308332e+18
Kepler-487 b,b,Kepler-487,,,TIC 139158696,Gaia DR2 2076692386427776768,1,3,0,0,0,0,1,0,0,0,0,0,0,0.1157,,,0.1157,11.42,0.69,-0.53,11.42,,,,1.019,0.062,-0.047,1.019,,,,Msini,0.0,,,0.0,15.3587684,2.21e-06,-2.21e-06,89.02,,,,5.62,3.97,-3.36,0.0,0.099,-0.105,[Fe/H],-0.173,,,5444.0,89.78,-77.87,5444.0,0.88,0.05,-0.04,0.88,0.91,0.04,-0.04,0.91,,,,,,,,,872.343,21.335,-20.356,14.882,0.183,-0.183,13.25,0.037,-0.037,1,3,0,5972334,K00191.01,Kepler-487 b,191,139158696,2.0766923864277768e+18
42 Dra b,b,42 Dra,HD 170693,HIP 90344,TIC 233721425,Gaia DR2 2256800156348230400,2,1,0,1,0,0,0,0,0,0,0,0,0,1.19,0.01,-0.01,1.19,13.0,,,13.0,1233.13,270.14,-270.14,1.16,,,1.16,3.88,0.85,-0.85,Msini,0.38,0.06,-0.06,0.38,479.1,6.2,-6.2,,,,K1.5 III,9.49,1.76,-1.76,-0.46,0.05,-0.05,[Fe/H],2.155,0.007,-0.008,4200.0,70.0,-70.0,4200.0,22.03,1.0,-1.0,22.03,0.98,0.05,-0.05,0.98,1.0,,,1.0,,,,,90.6545,1.3227,-1.3227,4.8262,0.023,-0.023,2.085,0.216,-0.216,2,1,0,-1,,,-1,233721425,2.2568001563482304e+18
61 Vir c,c,61 Vir,HD 115617,HIP 64924,TIC 422478973,Gaia DR2 3507879565090229888,1,3,0,1,0,0,0,0,0,0,0,0,0,0.2175,0.0001,-0.0001,0.2175,4.46,,,4.46,18.2,1.1,-1.1,0.398,,,0.398,0.057,0.003,-0.003,Msini,0.14,0.06,-0.06,0.14,38.021,0.034,-0.034,,,,G5 V,8.96,2.76,-3.08,-0.01,,,[Fe/H],-0.095,0.003,-0.003,5577.0,33.0,-33.0,5577.0,0.96,0.01,-0.01,0.96,0.94,0.03,-0.03,0.94,1.9,,,1.9,,,,,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,1,3,0,-1,,,-1,422478973,3.50787956509023e+18
LTT 1445 A b,b,LTT 1445 A,,HIP 14101,TIC 98796344,Gaia DR2 5153091836072107136,3,2,0,1,0,0,1,0,0,0,0,0,0,0.022,0.003,-0.003,0.022,1.18,0.06,-0.06,1.18,2.73,0.25,-0.23,0.105,0.005,-0.005,0.105,0.00859,0.00079,-0.00072,Mass,0.19,0.35,-0.14,0.19,5.35876,1e-05,-1e-05,89.203,0.658,-0.658,M3.0,,,,-0.34,0.09,-0.09,[Fe/H],-2.046,0.096,-0.123,3340.0,150.0,-150.0,3340.0,0.27,0.01,-0.01,0.27,0.26,0.01,-0.01,0.26,3.4,,,3.4,,,,,6.86929,0.003805,-0.003805,10.59,0.046,-0.046,6.496,0.021,-0.021,3,2,0,-1,,,-1,98796344,5.153091836072107e+18
TOI-669 b,b,TOI-669,,,TIC 124573851,Gaia DR2 3777506754255516800,1,1,0,1,0,0,1,0,0,0,0,0,0,0.048,0.001,-0.001,0.048,2.586,0.13,-0.11,2.586,10.0,1.4,-1.4,0.231,0.012,-0.01,0.231,0.03146,0.0044,-0.0044,Mass,0.0,,,0.0,3.945152,1.8e-05,-1.8e-05,,,,,7.9,2.3,-2.2,0.001,0.059,-0.06,[Fe/H],-0.062,0.023,-0.024,5597.0,72.0,-72.0,5597.0,0.99,0.02,-0.02,0.99,0.92,0.03,-0.03,0.92,,,,,,,,,142.867,0.855,-0.846,10.606,0.009,-0.009,9.134,0.019,-0.019,1,1,0,-1,,,-1,124573851,3.7775067542555167e+18
70 Vir b,b,70 Vir,HD 117176,HIP 65721,TIC 95473936,Gaia DR2 3740176925743650688,1,1,0,1,0,0,0,0,0,0,0,0,0,0.481,0.022,-0.022,0.481,12.6,,,12.6,2380.45,193.87,-193.87,1.13,,,1.13,7.49,0.61,-0.61,Mass,0.3988,0.0019,-0.0019,0.3988,116.688,0.0054,-0.0054,,,,G5V,7.77,0.51,-0.51,-0.09,0.03,-0.03,[Fe/H],0.451,0.009,-0.01,5495.0,,,5495.0,1.89,,,1.89,1.09,,,1.09,1.56,0.5,-0.5,1.56,,,,,17.9011,0.056,-0.0557,4.96808,0.023,-0.023,3.5,0.294,-0.294,1,1,0,-1,,,-1,95473936,3.740176925743651e+18
K2-151 b,b,K2-151,,,TIC 376936928,Gaia DR2 2579620343673729408,2,1,0,0,0,0,1,0,0,0,0,0,0,0.0373,0.0002,-0.0002,0.0373,1.49,0.08,-0.08,1.49,2.83,,,0.133,0.007,-0.007,0.133,0.00889,,,M-R relationship,,,,,3.835476,0.000266,-0.000256,,,,M1.5 V,,,,-0.19,0.07,-0.07,[Fe/H],-1.553,0.084,-0.105,3695.0,32.0,-32.0,3695.0,0.45,0.01,-0.01,0.45,0.47,0.01,-0.01,0.47,,,,,,,,,69.4798,0.1524,-0.1517,14.175,0.067,-0.067,10.117,0.021,-0.021,2,1,0,-1,,,-1,376936928,2.5796203436737295e+18
EPIC 220492298 b,b,EPIC 220492298,,,TIC 257802602,Gaia DR2 2576563907506735232,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,0.99,0.1,-0.1,0.99,0.937,,,0.088,0.009,-0.009,0.088,0.00295,,,M-R relationship,,,,,0.762406,0.00015,-0.00015,92.6,10.0,-10.0,,,,,0.28,0.03,-0.03,[Fe/H],-0.009,,,5620.0,31.0,-31.0,5620.0,0.89,0.09,-0.09,0.89,0.95,,,0.95,,,,,,,,,624.512,14.947,-14.947,13.991,0.092,-0.092,12.168,0.026,-0.026,1,1,0,-1,,,-1,257802602,2.576563907506735e+18
K2-290 b,b,K2-290,,,TIC 70803960,Gaia DR2 6253844468882760832,3,2,0,0,0,0,1,0,0,0,0,0,0,0.0923,0.0066,-0.0066,0.0923,3.06,0.16,-0.16,3.06,10.9,,,0.273,0.014,-0.014,0.273,0.0343,,,Mass,0.0,,,0.0,9.21165,0.00033,-0.00034,88.14,0.62,-0.5,,4.0,1.6,-0.8,-0.06,0.1,-0.1,[Fe/H],0.42,0.008,-0.008,6302.0,120.0,-120.0,6302.0,1.51,0.07,-0.07,1.51,1.19,0.07,-0.08,1.19,6.5,1.0,-1.0,6.5,6.63,0.66,-0.66,6.63,272.909,3.824,-3.721,11.114,0.013,-0.013,9.42,0.019,-0.019,3,2,0,-1,,,-1,70803960,6.253844468882761e+18
K2-138 g,g,K2-138,,,TIC 4610830,Gaia DR2 2413596935442139520,1,6,0,1,0,0,1,0,0,0,0,0,0,0.23109,0.00154,-0.00196,0.23109,3.013,0.303,-0.251,3.013,4.32,5.26,-3.03,0.269,0.027,-0.022,0.269,0.01359,0.01655,-0.00953,Mass,0.059,0.063,-0.04,0.059,41.96797,0.00843,-0.00725,89.4,0.4,-0.3,G8 V,2.8,3.8,-1.7,0.14,0.04,-0.04,[M/H],-0.287,0.006,-0.006,5356.3,41.8,-13.1,5356.3,0.86,0.03,-0.02,0.86,0.94,0.02,-0.02,0.94,2.7,1.5,-1.5,2.7,,,,,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,1,6,0,-1,,,-1,4610830,2.4135969354421396e+18
K2-140 b,b,K2-140,,,TIC 380255458,Gaia DR2 3579426053724051584,1,1,0,1,0,0,1,0,0,0,0,0,0,0.068,0.001,-0.001,0.068,13.563,1.009,-1.009,13.563,295.58042,12.71314,-12.71314,1.21,0.09,-0.09,1.21,0.93,0.04,-0.04,Mass,0.0,,,0.0,6.569188,3.1e-05,-3.1e-05,88.3,0.1,-0.1,G6 V,9.8,3.4,-4.6,0.1,0.1,-0.1,[Fe/H],-0.049,0.023,-0.024,5585.0,120.0,-120.0,5585.0,1.06,0.07,-0.06,1.06,0.96,0.06,-0.04,0.96,3.6,1.0,-1.0,3.6,14.6,4.1,-4.1,14.6,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,1,1,0,-1,,,-1,380255458,3.5794260537240515e+18
K2-141 c,c,K2-141,,,TIC 301235044,Gaia DR2 2643952940813536768,1,2,0,1,0,0,1,0,0,0,0,0,0,0.0683,0.00091,-0.00091,0.0683,7.0,4.6,-2.8,7.0,8.0,,,0.624,0.41,-0.25,0.624,0.02517,,,Mass,0.092,,,0.092,7.7485,0.00022,-0.00022,87.2,1.6,-2.0,K7 V,6.3,6.6,-4.7,0.0,0.06,-0.06,[Fe/H],-0.75,0.04,-0.04,4570.0,100.0,-100.0,4570.0,0.68,0.02,-0.02,0.68,0.71,0.03,-0.03,0.71,3.0,1.7,-1.7,3.0,15.17,3.63,-2.36,15.17,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,1,2,0,-1,,,-1,301235044,2.643952940813537e+18
K2-141 b,b,K2-141,,,TIC 301235044,Gaia DR2 2643952940813536768,1,2,0,1,0,0,1,0,0,0,0,0,0,0.00747,0.0001,-0.0001,0.00747,1.51,0.05,-0.05,1.51,4.97,0.35,-0.34,0.135,0.004,-0.004,0.135,0.01564,0.0011,-0.00107,Mass,0.0,,,0.0,0.2803244,1.5e-06,-1.5e-06,86.3,2.7,-3.6,K7 V,6.3,6.6,-4.7,0.0,0.06,-0.06,[Fe/H],-0.75,0.04,-0.04,4570.0,100.0,-100.0,4570.0,0.68,0.02,-0.02,0.68,0.71,0.03,-0.03,0.71,3.0,1.7,-1.7,3.0,15.17,3.63,-2.36,15.17,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,1,2,0,-1,,,-1,301235044,2.643952940813537e+18
TOI-3364 b,b,TOI-3364,,,TIC 280655495,Gaia DR2 5409268527708808320,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0675,0.0011,-0.0016,0.0675,12.229,0.426,-0.359,12.229,530.77344,38.13941,-41.31769,1.091,0.038,-0.032,1.091,1.67,0.12,-0.13,Mass,0.0,,,0.0,5.8768918,6.9e-06,-6.9e-06,88.79,0.75,-0.68,,5.4,2.4,-1.5,0.387,0.072,-0.081,[Fe/H],0.286,0.035,-0.033,5706.0,95.0,-91.0,5706.0,1.42,0.04,-0.03,1.42,1.19,0.06,-0.08,1.19,,,,,,,,,277.899,2.505,-2.461,11.875,0.024,-0.024,9.783,0.019,-0.019,1,1,0,-1,,,-1,280655495,5.409268527708808e+18
KMT-2016-BLG-2605L b,b,KMT-2016-BLG-2605L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0.681,0.102,-0.11,0.681,14.0,,,14.0,245.0457,375.99101,-127.44919,1.25,,,1.25,0.771,1.183,-0.401,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.1,-0.03,0.06,,,,,,,,,6421.0,878.0,-991.0,,,,,,,1,1,0,-1,,,-1,-1,
24 Sex b,b,24 Sex,HD 90043,HIP 50887,TIC 1713457,Gaia DR2 3830897080395058048,1,2,0,1,0,0,0,0,0,0,0,0,0,1.333,0.004,-0.009,1.333,13.4,,,13.4,632.46,82.63,-120.77,1.19,,,1.19,1.99,0.26,-0.38,Msini,0.09,0.14,-0.06,0.09,452.8,2.1,-4.5,,,,K0 IV,2.7,0.4,-0.4,-0.03,0.04,-0.04,[Fe/H],1.164,0.003,-0.003,5098.0,44.0,-44.0,5098.0,4.9,0.08,-0.08,4.9,1.54,0.08,-0.08,1.54,2.77,0.5,-0.5,2.77,,,,,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,1,2,0,-1,,,-1,1713457,3.830897080395058e+18
