2MASS,objID,KIC,Teff,Rad,Mass,LClass,Bmag,Vmag,Kmag,TIC
"14345961-2925197 ",,,3973.0,0.584,0.62,"DWARF   ",20.181,19.46,15.767,313
"14350725-2925079 ",,,4253.0,0.847,0.66,"DWARF   ",18.615,17.777,14.381,314
"14352172-2925042 ",,,3883.0,0.68,0.65,"DWARF   ",19.177,18.322,14.753,315
"14351703-2925030 ",,,5197.0,0.802,0.88,"DWARF   ",,16.637,14.594,316
"14352298-2925016 ",,,5728.0,0.956,1.02,"DWARF   ",18.359,18.02,15.797,317
"14345994-2924479 ",,,4214.0,0.981,0.66,"DWARF   ",19.103,18.464,15.306,318
"14350034-2924426 ",,,5760.0,0.892,1.03,"DWARF   ",17.422,17.819,15.793,319
"14351686-2924361 ",,,4007.0,0.605,0.592,"DWARF   ",18.665,17.78,14.152,320
"14350212-2924313 ",,,5954.0,0.813,1.09,"DWARF   ",17.007,16.866,15.493,321
"14351171-2924263 ",,,6460.0,,,"DWARF   ",18.189,18.069,15.945,322
"14345864-2924186 ",,,4990.0,1.128,0.83,"DWARF   ",18.358,16.626,15.053,323
"14351640-2924180 ",,,4164.0,1.148,0.65,"DWARF   ",17.995,16.765,13.417,324
"14345244-2924170 ",,,4190.0,0.599,0.66,"DWARF   ",19.046,18.217,14.974,325
"14345827-2924142 ",,,5870.0,0.594,1.06,"DWARF   ",17.718,17.544,15.361,326
"14350188-2924111 ",,,5465.0,1.205,0.96,"DWARF   ",15.187,14.402,12.441,327
"14351940-2924106 ",,,3609.0,0.443,0.439,"DWARF   ",20.002,18.941,14.619,328
"14350689-2924008 ",,,3426.0,0.46,0.457,"DWARF   ",19.234,18.278,13.641,329
"14351013-2923599 ",,,5994.0,1.156,1.1,"DWARF   ",13.873,13.324,11.651,330
"14350193-2923597 ",,,5173.0,0.706,0.88,"DWARF   ",17.536,16.98,14.95,331
"14352095-2923408 ",,,5180.0,0.742,0.88,"DWARF   ",16.013,16.869,14.658,332
"14352106-2923362 ",,,5313.0,3.231,,"GIANT   ",16.707,16.684,14.417,333
"14351675-2923339 ",,,4584.0,0.581,0.72,"DWARF   ",19.178,18.551,15.82,334
"14351419-2923317 ",,,5673.0,0.99,1.01,"DWARF   ",15.674,14.966,13.156,335
"14352240-2923191 ",,,3929.0,0.633,0.61,"DWARF   ",20.029,19.028,15.083,336
"14350762-2923184 ",,,4927.0,8.834,,"GIANT   ",15.115,14.232,11.566,337
"14351212-2923132 ",,,,,,"GIANT   ",18.042,19.895,14.532,338
"14350180-2923048 ",,,,,,"DWARF   ",,17.205,15.173,339
"14345337-2923046 ",,,3578.0,0.489,0.487,"DWARF   ",20.102,19.164,14.866,340
"14350603-2923007 ",,,6338.0,0.761,1.25,"DWARF   ",17.091,17.003,15.763,341
"14351992-2923000 ",,,3905.0,0.608,0.595,"DWARF   ",19.414,18.322,14.592,342
"14345807-2922426 ",,,4199.0,,,,18.07,17.054,13.695,343
"14352048-2922318 ",,,5469.0,2.141,0.96,"DWARF   ",17.359,16.494,14.717,344
"14345445-2922212 ",,,3324.0,0.328,0.309,"DWARF   ",19.96,19.221,14.181,345
"14352021-2922185 ",,,,,,,17.46,16.49,14.564,346
"14345627-2921552 ",,,5088.0,0.761,0.85,"DWARF   ",15.82,14.917,12.678,348
"14351506-2921526 ",,,5286.0,0.851,0.91,"DWARF   ",16.71,15.827,13.613,349
"14350231-2921515 ",,,5627.0,1.08,1.0,"DWARF   ",15.973,15.397,13.344,350
"14351521-2921381 ",,,5782.0,2.255,1.04,"DWARF   ",16.541,15.722,13.996,351
"14350183-2921287 ",,,,,,"DWARF   ",,20.127,15.722,352
"14352350-2921198 ",,,4705.0,0.825,0.75,"DWARF   ",18.439,18.052,15.255,354
"14350213-2921157 ",,,5286.0,1.865,0.91,"DWARF   ",17.675,17.387,15.18,355
"14350245-2921002 ",,,5585.0,0.929,0.99,"DWARF   ",18.014,17.838,15.793,356
"14351246-2920599 ",,,3394.0,0.485,0.483,"DWARF   ",,18.377,13.537,357
"14351174-2920550 ",,,6961.0,2.464,1.525,"DWARF   ",10.09,9.775,8.648,358
"14351105-2920483 ",,,,,,,,20.639,14.823,359
"14350530-2920379 ",,,3743.0,0.609,0.595,"DWARF   ",,17.03,13.128,360
"14345411-2920350 ",,,5780.0,1.431,1.04,"DWARF   ",15.448,14.835,13.096,361
"14350468-2920178 ",,,6072.0,0.961,1.13,"DWARF   ",16.377,15.878,14.087,362
"14351985-2920140 ",,,5019.0,0.847,0.83,"DWARF   ",16.739,16.247,13.44,363
"14351505-2920056 ",,,4813.0,7.417,,"GIANT   ",17.139,16.12,13.351,364
"14350810-2920029 ",,,5406.0,1.222,0.94,"DWARF   ",18.446,17.775,15.882,365
"14350700-2920001 ",,,6061.0,1.148,1.13,"DWARF   ",15.26,14.758,13.048,366
"14352254-2919535 ",,,5301.0,1.117,0.91,"DWARF   ",17.015,16.301,13.799,368
"14345249-2919428 ",,,4090.0,0.705,0.64,"DWARF   ",19.775,19.268,15.608,370
"14345203-2919389 ",,,6332.0,1.326,1.25,"DWARF   ",17.235,16.803,15.644,371
"14350780-2919374 ",,,6030.0,1.02,1.12,"DWARF   ",15.672,15.146,13.573,372
"14350526-2919360 ",,,5780.0,1.004,1.04,"DWARF   ",16.008,15.303,13.505,373
"14350048-2919332 ",,,4167.0,0.721,0.65,"DWARF   ",19.697,19.084,15.397,374
"14351400-2919277 ",,,,,,,20.756,20.311,15.367,375
"14352041-2919266 ",,,5796.0,1.004,1.04,"DWARF   ",13.967,13.372,11.539,376
"14351791-2919264 ",,,5766.0,0.694,1.03,"DWARF   ",18.506,18.061,15.737,377
"14352399-2919243 ",,,5774.0,0.932,1.03,"DWARF   ",17.234,16.966,15.278,378
"14351066-2919179 ",,,5698.0,0.946,1.01,"DWARF   ",17.49,17.046,15.294,379
"14351182-2919048 ",,,3470.0,0.421,0.415,"DWARF   ",20.62,19.686,15.184,380
"14350391-2919045 ",,,,,,,17.942,18.22,15.434,381
"14351964-2918520 ",,,6285.0,1.719,1.229,"DWARF   ",11.222,10.82,9.291,382
"14345215-2918483 ",,,5816.0,1.065,1.05,"DWARF   ",17.543,17.538,15.328,383
"14351420-2918359 ",,,3640.0,0.442,0.438,"DWARF   ",20.089,19.011,14.9,385
"14350844-2918355 ",,,,,,,12.569,20.064,14.383,386
"14351618-2918136 ",,,4501.0,0.746,0.71,"DWARF   ",19.025,18.35,15.171,387
"14351431-2918092 ",,,4617.0,0.508,0.73,"DWARF   ",18.853,18.725,15.744,388
"14345553-2918085 ",,,5201.0,0.862,0.88,"DWARF   ",16.433,15.421,13.399,389
"14351268-2918040 ",,,5335.0,0.571,0.92,"DWARF   ",17.966,17.336,15.241,390
"14345962-2918006 ",,,5803.0,0.702,1.04,"DWARF   ",17.959,17.749,15.4,391
"14350049-2917527 ",,,3796.0,0.715,0.58,"DWARF   ",19.643,18.967,14.981,392
"14345588-2917486 ",,,4909.0,0.714,0.8,"DWARF   ",18.748,18.438,15.59,393
"14351544-2917417 ",,,4756.0,0.997,0.76,"DWARF   ",18.649,18.297,15.126,394
"14352600-2917329 ",,,4004.0,0.58,0.63,"DWARF   ",20.507,19.66,15.718,395
"14352195-2917198 ",,,3999.0,0.418,0.62,"DWARF   ",20.132,19.045,15.146,396
"14350848-2917129 ",,,5517.0,1.136,0.97,"DWARF   ",17.272,16.388,14.4,397
"14345286-2917106 ",,,5370.0,0.87,0.93,"DWARF   ",17.668,16.798,14.931,398
"14352528-2916504 ",,,5334.0,0.72,0.92,"DWARF   ",18.591,18.251,15.259,400
"14345982-2916385 ",,,3538.0,0.175,0.145,"DWARF   ",18.858,17.532,13.056,401
"14351518-2916335 ",,,3574.0,0.43,0.5,"DWARF   ",21.709,20.597,15.588,402
"14350856-2916310 ",,,4484.0,0.485,0.7,"DWARF   ",19.184,18.661,15.368,404
"14352002-2916279 ",,,4772.0,4.525,,"GIANT   ",16.737,15.602,12.923,405
"14351729-2916233 ",,,4914.0,3.235,,"GIANT   ",17.652,17.073,14.722,406
"14345942-2916101 ",,,5722.0,0.659,1.02,"DWARF   ",17.723,17.465,15.42,407
"14345765-2916072 ",,,3843.0,1.237,0.59,"DWARF   ",20.207,19.641,15.398,408
"14350959-2915502 ",,,5850.0,1.98,1.06,"DWARF   ",12.464,12.902,11.106,409
"14350395-2915473 ",,,5145.0,0.627,0.87,"DWARF   ",18.77,18.544,15.647,410
"14352389-2915462 ",,,4127.0,0.866,0.65,"DWARF   ",19.224,18.466,15.045,411
"14350097-2915427 ",,,4663.0,0.582,0.74,"DWARF   ",18.189,18.09,15.316,412
"14350855-2915415 ",,,4368.0,0.632,0.68,"DWARF   ",19.516,17.928,14.879,413
"14350965-2915405 ",,,5250.0,0.797,0.9,"DWARF   ",,15.256,13.131,414
"14351431-2915385 ",,,4840.0,0.504,0.79,"DWARF   ",17.582,16.972,14.544,415
"14351119-2915347 ",,,4965.0,10.279,,"GIANT   ",16.348,15.499,12.846,416
"14350175-2915147 ",,,5779.0,0.678,1.04,"DWARF   ",16.707,17.994,15.304,417
"14350010-2915101 ",,,5840.0,0.956,1.05,"DWARF   ",17.039,16.105,14.361,418
"14350989-2914594 ",,,,,,"GIANT   ",17.557,17.338,14.956,419
"14345500-2914536 ",,,5182.0,4.789,,"GIANT   ",15.624,15.019,12.538,420
"14350786-2914517 ",,,5667.0,0.872,1.01,"DWARF   ",17.231,16.409,14.468,421
"14345509-2914450 ",,,5768.0,0.863,1.03,"DWARF   ",17.195,17.164,15.518,422
"14350273-2914413 ",,,5298.0,0.883,0.91,"DWARF   ",17.011,16.592,14.514,423
"14351496-2914399 ",,,5640.0,0.949,1.0,"DWARF   ",14.853,14.171,12.37,424
"14350096-2914394 ",,,4857.0,0.766,0.79,"DWARF   ",15.103,14.189,11.642,425
"14351888-2914381 ",,,5623.0,0.916,1.0,"DWARF   ",16.354,16.14,14.101,426
"14351906-2914351 ",,,4980.0,0.505,0.82,"DWARF   ",15.648,17.076,14.895,427
"14345884-2914333 ",,,5795.0,0.967,1.04,"DWARF   ",,17.099,15.446,428
"14351114-2914316 ",,,4036.0,,,"DWARF   ",20.176,19.227,15.375,429
"14350201-2914268 ",,,3691.0,0.515,0.512,"DWARF   ",,17.177,13.145,430
"14351510-2914241 ",,,5163.0,0.658,0.87,"DWARF   ",18.86,18.175,15.276,431
"14345928-2914230 ",,,5865.0,1.645,1.06,"DWARF   ",16.165,15.496,13.642,432
"14351278-2914100 ",,,6162.0,1.425,1.17,"DWARF   ",14.718,14.361,12.632,433
"14350079-2914077 ",,,5872.0,1.101,1.06,"DWARF   ",17.448,17.467,15.478,434
"14345950-2913550 ",,,5883.0,0.968,1.07,"DWARF   ",15.101,14.534,12.779,435
"14350666-2913422 ",,,5336.0,1.289,0.92,"DWARF   ",18.075,17.873,15.513,436
"14351999-2913312 ",,,3856.0,,,"DWARF   ",20.55,19.578,15.435,437
"14352357-2913307 ",,,5989.0,0.552,1.1,"DWARF   ",17.409,17.7,15.916,438
"14350965-2913041 ",,,3719.0,0.439,0.55,"DWARF   ",20.261,19.606,15.154,439
"14345493-2912534 ",,,3456.0,0.338,0.32,"DWARF   ",20.641,19.641,14.973,440
"14351359-2912500 ",,,3814.0,0.656,0.631,"DWARF   ",18.756,18.073,14.323,441
"14351690-2912497 ",,,4777.0,,,"DWARF   ",19.079,18.942,15.612,442
"14352103-2912481 ",,,4034.0,0.707,0.63,"DWARF   ",19.992,19.019,15.338,443
"14345485-2912380 ",,,,,,"DWARF   ",18.473,19.988,15.43,444
"14351771-2912372 ",,,3943.0,,,"DWARF   ",19.979,19.24,15.525,445
"14345566-2912315 ",,,3676.0,1.103,0.54,"DWARF   ",21.069,20.317,15.786,446
"14345352-2912312 ",,,4436.0,0.676,0.69,"DWARF   ",18.926,18.548,15.654,447
"14351161-2912271 ",,,5193.0,0.787,0.88,"DWARF   ",18.251,18.261,15.598,448
"14351541-2912244 ",,,4459.0,0.819,0.7,"DWARF   ",19.272,18.831,15.65,449
"14350820-2912072 ",,,3339.0,0.505,0.503,"DWARF   ",18.893,18.59,13.469,451
"14351662-2911566 ",,,5944.0,1.937,1.09,"DWARF   ",16.759,16.501,14.462,452
"14350797-2911535 ",,,5826.0,0.877,1.05,"DWARF   ",17.595,17.612,17.034,453
"14350358-2911443 ",,,4906.0,9.444,,"GIANT   ",16.936,16.067,13.27,454
"14350351-2911306 ",,,5891.0,0.689,1.07,"DWARF   ",17.247,17.549,15.48,455
"14351991-2911275 ",,,4496.0,0.726,0.71,"DWARF   ",17.55,16.62,13.831,456
"14350275-2911252 ",,,5975.0,1.351,1.1,"DWARF   ",17.628,17.586,15.888,457
"14351094-2911139 ",,,5688.0,1.245,1.01,"DWARF   ",17.476,16.761,14.901,458
"14345675-2911064 ",,,5038.0,,,"DWARF   ",18.615,18.439,15.742,459
"14350086-2911027 ",,,3491.0,0.384,0.374,"DWARF   ",19.569,18.972,14.57,460
"14350699-2911017 ",,,3697.0,0.494,0.55,"DWARF   ",20.613,19.63,15.189,461
"14351156-2910456 ",,,5863.0,1.196,1.06,"DWARF   ",17.646,17.68,15.203,463
"14351099-2910401 ",,,6503.0,0.74,1.33,"DWARF   ",17.178,17.288,16.534,464
"14345460-2910377 ",,,3796.0,0.588,0.578,"DWARF   ",18.736,17.674,13.83,465
"14352260-2910350 ",,,5750.0,1.751,1.03,"DWARF   ",17.3,17.097,15.585,466
"14350251-2910291 ",,,4488.0,0.8,0.7,"DWARF   ",,16.72,13.775,467
"14345627-2910243 ",,,4669.0,1.168,0.74,"DWARF   ",17.368,18.314,15.532,468
"14350411-2910076 ",,,4926.0,12.059,,"GIANT   ",15.262,14.423,11.712,469
"14351748-2910055 ",,,5801.0,1.394,1.04,"DWARF   ",17.583,17.651,15.83,470
"14345848-2909559 ",,,5533.0,1.758,0.97,"DWARF   ",16.83,16.348,13.925,471
"14351506-2909527 ",,,4140.0,0.726,0.65,"DWARF   ",19.259,18.981,15.363,472
"14350291-2909425 ",,,5656.0,0.953,1.0,"DWARF   ",13.165,16.726,14.466,473
"14350143-2909386 ",,,6008.0,1.093,1.11,"DWARF   ",17.169,16.185,14.537,474
"14345543-2909382 ",,,5307.0,0.905,0.91,"DWARF   ",17.995,16.472,14.547,475
"14350268-2909370 ",,,5880.0,1.358,1.07,"DWARF   ",14.471,13.994,12.14,476
"14352049-2909289 ",,,4821.0,0.895,0.78,"DWARF   ",13.368,16.811,14.219,477
"14345327-2909289 ",,,5203.0,0.953,0.88,"DWARF   ",17.877,18.183,15.584,478
"14352028-2909238 ",,,5471.0,1.942,0.96,"DWARF   ",14.351,13.637,11.7,479
"14350485-2909235 ",,,6207.0,1.108,1.19,"DWARF   ",14.99,14.602,12.879,480
"14351463-2909151 ",,,3722.0,0.5,0.498,"DWARF   ",19.288,18.646,14.771,481
"14351440-2909100 ",,,5593.0,0.952,0.99,"DWARF   ",17.979,18.089,15.449,482
"14345520-2909056 ",,,,,,"DWARF   ",20.919,20.205,15.365,483
"14351476-2908594 ",,,5706.0,0.931,1.02,"DWARF   ",17.765,17.466,15.499,484
"14351121-2908538 ",,,5484.0,0.824,0.96,"DWARF   ",16.807,16.828,14.98,485
"14351010-2908523 ",,,4616.0,0.749,0.73,"DWARF   ",15.697,14.677,11.822,486
"14351113-2908461 ",,,5246.0,2.459,,"GIANT   ",15.322,15.476,13.272,487
"14345863-2908444 ",,,5806.0,1.304,1.04,"DWARF   ",16.1,15.536,13.52,488
"14345798-2908417 ",,,4080.0,0.975,0.64,"DWARF   ",20.399,19.418,15.354,489
"14352092-2908416 ",,,4900.0,0.682,0.8,"DWARF   ",18.402,18.036,15.669,490
"14345204-2908410 ",,,4228.0,0.949,0.66,"DWARF   ",17.341,16.313,13.181,491
"14345410-2908375 ",,,4945.0,1.131,0.81,"DWARF   ",18.069,18.273,15.613,492
"14351535-2908352 ",,,6211.0,1.066,1.2,"DWARF   ",15.382,14.876,13.383,493
"14350847-2908145 ",,,5820.0,1.711,1.05,"DWARF   ",16.93,16.677,14.843,495
"14345415-2908092 ",,,5771.0,1.333,1.03,"DWARF   ",,17.117,15.464,496
"14350694-2908072 ",,,5630.0,0.91,1.0,"DWARF   ",17.051,16.764,14.742,497
"14351010-2907554 ",,,5860.0,1.051,1.06,"DWARF   ",17.552,17.799,15.468,498
"14352100-2907500 ",,,5526.0,1.069,0.97,"DWARF   ",17.314,17.136,15.392,499
"14345487-2907369 ",,,4847.0,9.501,,"GIANT   ",13.642,12.626,9.942,500
"14350245-2907338 ",,,6016.0,1.277,1.11,"DWARF   ",17.37,17.229,15.603,501
"14350914-2907141 ",,,3786.0,0.433,0.428,"DWARF   ",18.917,17.938,14.232,502
"14350462-2907087 ",,,,,,"DWARF   ",17.507,16.844,14.567,503
"14345238-2907072 ",,,5868.0,0.795,1.06,"DWARF   ",17.302,17.198,15.409,504
"14351849-2907025 ",,,,,,,20.144,21.301,15.357,505
"14350906-2907012 ",,,5539.0,0.723,0.97,"DWARF   ",17.398,16.924,15.034,506
"14345897-2907012 ",,,6311.0,1.434,1.24,"DWARF   ",15.109,14.612,13.143,507
"14350267-2906588 ",,,3703.0,,,"DWARF   ",20.758,20.1,15.261,508
"14350212-2906497 ",,,3343.0,0.366,0.352,"DWARF   ",20.309,19.828,14.721,509
"14352515-2906365 ",,,4721.0,0.812,0.76,"DWARF   ",18.628,18.54,15.418,510
"14352277-2906225 ",,,5781.0,1.588,1.04,"DWARF   ",17.157,16.66,14.996,511
"14345431-2906200 ",,,3851.0,0.52,0.518,"DWARF   ",19.284,18.463,14.629,512
"14345617-2906165 ",,,5969.0,0.897,1.1,"DWARF   ",17.673,16.852,15.13,513
"14351940-2906109 ",,,5421.0,1.021,0.94,"DWARF   ",16.789,16.174,14.038,514
"14350183-2905549 ",,,4904.0,0.709,0.8,"DWARF   ",17.132,16.536,13.731,515
"14345348-2905501 ",,,4470.0,0.747,0.7,"DWARF   ",18.756,18.329,15.215,516
"14351673-2905452 ",,,5635.0,0.987,1.0,"DWARF   ",17.51,17.459,15.097,517
"14345734-2905448 ",,,5998.0,0.901,1.11,"DWARF   ",17.278,17.287,15.731,518
"14350103-2905401 ",,,4979.0,0.58,0.82,"DWARF   ",16.719,15.875,13.344,519
"14351810-2905396 ",,,5264.0,8.528,,"GIANT   ",15.147,14.55,12.121,520
"14350530-2905375 ",,,4429.0,0.659,0.69,"DWARF   ",19.66,19.14,15.717,521
"14351364-2905323 ",,,5084.0,3.172,,"GIANT   ",17.003,16.24,13.686,522
"14351622-2905316 ",,,6145.0,1.975,1.17,"DWARF   ",14.39,13.82,12.197,523
"14350871-2905284 ",,,5463.0,0.825,0.95,"DWARF   ",17.176,16.765,14.78,524
"14345807-2905266 ",,,3784.0,0.598,0.587,"DWARF   ",19.723,18.715,14.806,525
"14351492-2905248 ",,,5606.0,0.788,0.99,"DWARF   ",17.107,16.068,14.489,526
"14350769-2905223 ",,,3659.0,0.555,0.55,"DWARF   ",19.245,18.349,14.262,527
"14345834-2905206 ",,,5867.0,0.597,1.06,"DWARF   ",17.784,17.712,15.304,528
"14345363-2905158 ",,,3560.0,0.649,0.627,"DWARF   ",17.737,16.795,12.712,529
"14345567-2905128 ",,,4993.0,0.78,0.83,"DWARF   ",17.359,17.267,14.91,530
"14345681-2905064 ",,,3835.0,0.459,0.59,"DWARF   ",20.732,20.062,15.511,531
"14350620-2905029 ",,,5945.0,1.018,1.09,"DWARF   ",17.706,17.567,15.812,532
"14351622-2905010 ",,,4313.0,0.54,0.67,"DWARF   ",19.814,19.018,15.598,533
"14345418-2904505 ",,,5543.0,1.543,0.98,"DWARF   ",17.621,16.628,14.852,534
"14351351-2904488 ",,,5514.0,1.68,0.97,"DWARF   ",17.116,16.473,14.379,535
"14350669-2904255 ",,,4835.0,0.782,0.78,"DWARF   ",17.643,17.344,14.688,536
"14345301-2904244 ",,,6359.0,1.021,1.26,"DWARF   ",17.498,17.453,15.206,537
"14350364-2904244 ",,,6013.0,1.461,1.11,"DWARF   ",16.669,16.056,14.379,538
"14345726-2904205 ",,,5851.0,1.196,1.06,"DWARF   ",16.312,15.794,14.288,539
"14351879-2904198 ",,,4984.0,3.43,,"GIANT   ",17.802,16.855,14.221,540
"14351270-2904094 ",,,4687.0,1.335,0.75,"DWARF   ",19.201,18.935,16.312,541
"14345619-2904052 ",,,5118.0,1.007,0.86,"DWARF   ",16.911,16.211,14.262,542
"14351243-2904042 ",,,3830.0,,,"DWARF   ",20.268,19.88,15.643,543
"14351567-2903571 ",,,4015.0,0.7,0.663,"DWARF   ",19.147,18.347,14.997,544
"14350181-2903547 ",,,3875.0,0.496,0.6,"DWARF   ",19.057,19.364,15.088,545
"14352087-2903520 ",,,5174.0,0.877,0.88,"DWARF   ",17.161,16.556,14.162,546
"14351606-2903518 ",,,5168.0,0.64,0.87,"DWARF   ",18.076,18.254,15.464,547
"14351568-2903394 ",,,4622.0,0.671,0.73,"DWARF   ",18.607,18.108,15.33,549
"14352238-2903376 ",,,6198.0,1.108,1.19,"DWARF   ",16.435,15.876,14.409,550
"14350669-2903330 ",,,3810.0,0.533,0.58,"DWARF   ",20.428,19.591,15.528,551
"14352055-2903287 ",,,3603.0,0.657,0.51,"DWARF   ",20.539,19.624,14.775,552
"14350964-2903215 ",,,3635.0,0.465,0.52,"DWARF   ",20.837,19.855,15.079,553
"14345417-2903171 ",,,4003.0,0.645,0.63,"DWARF   ",20.59,19.794,15.764,554
"14352624-2903045 ",,,5947.0,0.745,1.09,"DWARF   ",18.157,18.041,15.707,555
"14351748-2902517 ",,,5330.0,2.092,0.92,"DWARF   ",17.299,16.38,14.451,556
"14351098-2902471 ",,,4627.0,1.171,0.73,"DWARF   ",18.425,17.717,14.892,557
"14345597-2902397 ",,,5865.0,0.909,1.06,"DWARF   ",16.94,15.998,14.349,558
"14351098-2902379 ",,,5785.0,0.997,1.04,"DWARF   ",16.946,16.72,14.547,559
"14345887-2902237 ",,,5880.0,1.016,1.07,"DWARF   ",17.505,17.37,15.151,560
"14351103-2902194 ",,,3778.0,0.41,0.57,"DWARF   ",20.518,20.0,15.469,561
"14351573-2902150 ",,,4120.0,0.965,0.64,"DWARF   ",19.961,19.239,15.32,562
"14351514-2902142 ",,,5888.0,0.767,1.07,"DWARF   ",17.622,17.189,15.684,563
"14345747-2902104 ",,,4921.0,5.451,,"GIANT   ",17.244,16.593,13.665,564
"14352213-2902057 ",,,,,,"DWARF   ",20.786,19.937,15.445,565
"14351205-2901589 ",,,5990.0,0.836,1.1,"DWARF   ",17.828,16.966,15.254,566
"14350588-2901589 ",,,5585.0,0.899,0.99,"DWARF   ",16.722,16.01,14.138,567
"14351626-2901456 ",,,5778.0,0.563,1.04,"DWARF   ",17.88,18.022,15.354,568
"14350861-2901410 ",,,5900.0,1.682,1.07,"DWARF   ",16.657,15.889,14.26,569
"14345495-2901378 ",,,3459.0,0.53,0.527,"DWARF   ",19.806,18.966,14.143,570
"14352324-2901335 ",,,5636.0,1.357,1.0,"DWARF   ",16.392,15.732,13.699,571
"14345416-2901250 ",,,3885.0,0.542,0.6,"DWARF   ",19.263,19.527,15.345,572
"14351064-2901184 ",,,3534.0,0.73,0.48,"DWARF   ",20.994,20.647,15.461,573
"14350683-2901152 ",,,5740.0,1.665,1.03,"DWARF   ",16.868,16.18,14.3,574
"14351926-2901119 ",,,,,,"DWARF   ",16.031,15.103,13.152,575
"14351640-2901079 ",,,3772.0,1.825,,"GIANT   ",19.739,19.028,14.695,576
"14350944-2900563 ",,,4870.0,7.632,,"GIANT   ",15.201,14.244,11.595,577
"14350985-2900517 ",,,3754.0,0.619,0.604,"DWARF   ",,17.551,13.62,578
"14350379-2900457 ",,,5515.0,1.764,0.97,"DWARF   ",17.885,17.566,15.366,579
"14345412-2900447 ",,,5642.0,1.126,1.0,"DWARF   ",16.321,15.575,13.801,580
"14352090-2900381 ",,,4739.0,0.831,0.76,"DWARF   ",18.153,17.677,15.227,581
"14350793-2900279 ",,,4556.0,0.898,0.72,"DWARF   ",18.121,17.524,14.77,582
"14345723-2900125 ",,,5864.0,1.305,1.06,"DWARF   ",17.467,17.296,15.678,583
"14350358-2900067 ",,,3733.0,,,"DWARF   ",20.869,20.325,15.535,584
"14352307-2900000 ",,,4795.0,11.673,,"GIANT   ",14.465,13.41,10.701,585
"14351833-2859597 ",,,3538.0,,,"DWARF   ",20.969,20.015,15.134,586
"14345898-2859570 ",,,3791.0,0.468,0.465,"DWARF   ",20.03,18.946,15.171,587
"14350184-2859525 ",,,5816.0,1.403,1.05,"DWARF   ",16.933,16.161,14.52,589
"14345989-2859411 ",,,5197.0,0.934,0.88,"DWARF   ",16.747,16.278,14.164,590
"14352216-2859341 ",,,4716.0,0.759,0.75,"DWARF   ",18.132,17.871,15.235,591
"14352361-2859309 ",,,5790.0,1.148,1.04,"DWARF   ",16.564,15.74,14.171,592
"14352129-2859206 ",,,5624.0,1.271,1.0,"DWARF   ",16.011,17.247,14.731,593
"14352139-2859154 ",,,5628.0,1.673,1.0,"DWARF   ",16.886,16.191,14.873,594
"14345929-2859127 ",,,5605.0,0.753,0.99,"DWARF   ",16.712,15.765,14.01,595
"14345333-2858561 ",,,4601.0,0.739,0.73,"DWARF   ",18.513,17.792,14.888,596
"14351937-2858470 ",,,3710.0,1.193,0.55,"DWARF   ",20.502,19.494,14.859,597
"14352308-2858434 ",,,6029.0,1.102,1.12,"DWARF   ",15.424,14.718,13.233,598
"14351874-2858424 ",,,4375.0,0.481,0.68,"DWARF   ",19.567,19.06,16.954,599
"14350400-2858417 ",,,4533.0,0.941,0.71,"DWARF   ",19.205,18.804,15.322,600
"14345218-2858405 ",,,5275.0,0.533,0.9,"DWARF   ",18.403,18.123,16.83,601
"14350070-2858378 ",,,,,,,,21.021,15.892,602
"14345737-2858286 ",,,5968.0,1.014,1.09,"DWARF   ",17.636,16.64,15.051,603
"14351353-2858195 ",,,5671.0,0.818,1.01,"DWARF   ",15.902,15.212,13.481,604
"14350183-2858185 ",,,3997.0,0.557,0.62,"DWARF   ",19.495,18.942,15.955,605
"14351095-2858154 ",,,4443.0,16.503,,"GIANT   ",14.741,13.419,10.268,606
"14351285-2858131 ",,,5290.0,2.224,,"GIANT   ",17.365,16.699,14.313,607
"14352022-2858119 ",,,4016.0,0.751,0.63,"DWARF   ",20.292,19.465,15.018,608
"14351422-2858119 ",,,5580.0,1.085,0.99,"DWARF   ",16.986,16.407,14.741,609
"14350418-2858097 ",,,4879.0,0.694,0.8,"DWARF   ",18.333,18.006,15.246,610
"14352122-2858095 ",,,,,,"GIANT   ",20.391,19.532,15.314,611
"14345395-2858075 ",,,4529.0,0.74,0.71,"DWARF   ",17.581,15.868,13.502,612
"14350650-2858046 ",,,5348.0,1.394,0.92,"DWARF   ",17.69,17.283,15.308,613
"14350131-2857299 ",,,6347.0,1.252,1.26,"DWARF   ",19.209,16.154,15.251,615
"14351905-2857291 ",,,5873.0,1.19,1.06,"DWARF   ",16.576,15.62,14.196,616
"14350574-2857281 ",,,5093.0,0.84,0.85,"DWARF   ",17.428,16.481,14.545,617
"14352221-2857230 ",,,5346.0,0.964,0.92,"DWARF   ",16.637,15.73,13.825,618
"14345995-2857220 ",,,6190.0,1.606,1.19,"DWARF   ",14.637,14.1,12.497,619
"14351604-2857086 ",,,5745.0,0.945,1.03,"DWARF   ",17.631,17.344,15.366,620
"14352139-2857055 ",,,3593.0,0.425,0.51,"DWARF   ",20.66,19.642,15.031,621
"14350051-2857017 ",,,4984.0,0.826,0.82,"DWARF   ",17.309,16.581,13.878,622
"14350820-2856552 ",,,3687.0,0.52,0.54,"DWARF   ",20.405,19.53,15.099,623
"14351968-2856549 ",,,5488.0,,,,,15.127,12.92,624
